index,Year,Player,Tm,Age,G,GS,MPG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,eFG%,3P%,2P%,FT%,WS/48,OBPM,DBPM,BPM,VORP,PTS_per_game,AST_per_game,TRB_per_game,STL_per_game,BLK_per_game,TOV_per_game,Position,nba_team
4072,2002,Ron Mercer,TOT,25.0,53.0,41.0,32.377,10.2,0.439,0.079,0.152,3.3,8.8,6.0,14.2,1.0,0.6,9.5,24.8,0.408,0.29,0.406,0.798,-0.032,-2.7,-2.4,-5.1,-1.3,13.868,2.415,3.358,0.604,0.245,1.66,G,None
4073,2002,Ron Mercer,CHI,25.0,40.0,40.0,37.575,10.8,0.44,0.079,0.151,3.3,8.9,6.0,15.1,1.1,0.5,9.4,25.8,0.411,0.298,0.408,0.778,-0.035,-2.4,-2.5,-4.9,-1.1,16.825,2.95,3.875,0.75,0.25,1.975,G,None
4074,2002,Ron Mercer,IND,25.0,13.0,1.0,16.385,6.0,0.432,0.075,0.164,3.3,8.8,6.1,7.6,0.5,1.0,11.1,17.2,0.381,0.2,0.387,1.0,-0.01,-4.9,-1.8,-6.7,-0.3,4.769,0.769,1.769,0.154,0.231,0.692,G,None
4075,2002,Chris Mihm,CLE,22.0,74.0,60.0,22.419,10.0,0.47,0.013,0.34,9.5,18.2,13.9,2.4,0.6,3.9,13.8,19.4,0.423,0.429,0.42,0.693,0.019,-4.7,-1.4,-6.1,-1.7,7.689,0.324,5.297,0.243,1.203,1.311,C,None
4076,2002,Darius Miles,LAC,20.0,82.0,6.0,27.159,14.4,0.516,0.03,0.397,5.6,17.3,11.5,13.5,1.7,3.2,17.5,18.5,0.484,0.158,0.491,0.62,0.074,-1.6,2.1,0.5,1.4,9.5,2.244,5.524,0.866,1.256,1.951,F,None
4077,2002,Andre Miller,CLE,25.0,81.0,81.0,37.321,21.8,0.538,0.083,0.428,4.2,10.4,7.4,49.8,2.2,0.8,16.5,22.6,0.464,0.253,0.472,0.817,0.163,4.7,-1.3,3.4,4.1,16.481,10.889,4.679,1.556,0.42,3.025,G,None
4078,2002,Brad Miller,TOT,25.0,76.0,75.0,29.776,20.1,0.572,0.01,0.523,12.7,18.9,15.8,12.0,1.8,1.3,11.3,20.6,0.501,0.429,0.5,0.775,0.176,2.4,0.5,2.9,2.8,13.579,2.0,8.171,1.0,0.539,1.513,C,None
4079,2002,Brad Miller,CHI,25.0,48.0,47.0,28.979,19.6,0.54,0.009,0.56,14.4,19.4,16.8,13.0,2.0,1.5,11.6,21.1,0.462,0.5,0.46,0.751,0.152,2.0,0.6,2.6,1.6,12.667,2.104,8.354,1.083,0.604,1.542,C,None
4080,2002,Brad Miller,IND,25.0,28.0,28.0,31.143,20.8,0.627,0.011,0.463,10.1,18.2,14.2,10.5,1.4,1.0,10.8,19.7,0.564,0.333,0.565,0.823,0.214,3.0,0.4,3.3,1.2,15.143,1.821,7.857,0.857,0.429,1.464,C,None
4081,2002,Mike Miller,ORL,21.0,63.0,53.0,33.698,15.0,0.542,0.378,0.226,2.6,11.9,7.2,15.2,1.1,0.8,10.9,20.9,0.51,0.383,0.471,0.762,0.101,1.6,-1.4,0.2,1.2,15.175,3.143,4.333,0.746,0.365,1.714,F,None
4082,2002,Reggie Miller*,IND,36.0,79.0,79.0,36.57,16.5,0.617,0.485,0.356,0.9,7.5,4.3,14.7,1.6,0.2,10.2,18.5,0.552,0.406,0.498,0.911,0.159,4.2,-1.3,2.9,3.6,16.506,3.203,2.772,1.114,0.127,1.519,G,None
4083,2002,Chris Mills,GSW,32.0,66.0,0.0,18.742,12.3,0.516,0.297,0.251,4.3,12.4,8.2,9.5,1.3,0.7,10.6,18.0,0.473,0.378,0.433,0.794,0.074,-0.4,-2.2,-2.6,-0.2,7.409,1.091,2.879,0.47,0.197,0.848,F,None
4084,2002,Cuttino Mobley,HOU,26.0,74.0,74.0,42.108,16.7,0.537,0.278,0.231,2.3,8.8,5.5,11.6,1.9,0.8,10.7,24.9,0.493,0.395,0.455,0.85,0.087,2.2,-1.5,0.7,2.1,21.703,2.527,4.054,1.473,0.5,2.432,G,None
4085,2002,Nazr Mohammed,ATL,24.0,82.0,73.0,26.439,14.0,0.49,0.001,0.311,12.7,21.6,17.1,2.6,1.5,2.1,12.7,19.4,0.461,0.0,0.462,0.617,0.072,-3.0,-1.0,-4.1,-1.1,9.695,0.402,7.939,0.768,0.744,1.439,C,None
4086,2002,Terence Morris,HOU,23.0,68.0,12.0,16.324,9.5,0.423,0.27,0.097,7.8,14.0,10.9,9.5,1.0,1.7,13.0,14.5,0.41,0.192,0.455,0.643,0.009,-2.9,-0.4,-3.4,-0.4,3.75,0.941,3.103,0.309,0.397,0.662,F,None
4087,2002,Hanno Mottola,ATL,25.0,82.0,14.0,16.72,8.4,0.474,0.034,0.198,6.7,15.6,11.2,6.0,0.8,1.0,14.4,16.1,0.441,0.077,0.453,0.75,0.019,-4.1,-1.1,-5.3,-1.1,4.829,0.61,3.268,0.244,0.232,0.854,C,None
4088,2002,Alonzo Mourning*,MIA,31.0,75.0,74.0,32.733,18.9,0.558,0.003,0.498,8.7,21.3,15.0,6.8,0.6,5.8,14.7,24.1,0.517,0.333,0.517,0.657,0.145,-1.3,2.5,1.1,1.9,15.707,1.16,8.427,0.36,2.48,2.427,C,None
4089,2002,Troy Murphy,GSW,21.0,82.0,4.0,17.659,10.3,0.488,0.021,0.369,7.1,17.0,11.9,7.6,1.3,1.0,14.6,16.7,0.424,0.333,0.423,0.776,0.046,-2.9,-1.1,-4.1,-0.8,5.854,0.854,3.927,0.439,0.256,1.024,F,None
4090,2002,Lamond Murray,CLE,28.0,71.0,68.0,32.563,16.7,0.534,0.241,0.267,4.2,14.7,9.5,12.2,1.6,1.3,11.3,24.7,0.487,0.424,0.44,0.817,0.086,1.3,-1.4,-0.1,1.1,16.563,2.211,5.239,0.986,0.606,1.986,F,None
4091,2002,Dikembe Mutombo*,PHI,35.0,80.0,80.0,36.338,16.0,0.574,0.0,0.568,10.0,23.5,16.8,4.8,0.5,5.0,16.3,15.1,0.501,,0.501,0.764,0.158,-1.5,2.9,1.3,2.5,11.5,1.038,10.788,0.362,2.375,1.95,C,None
4092,2002,Lee Nailon,CHH,26.0,79.0,41.0,24.203,14.4,0.513,0.003,0.196,6.2,11.2,8.7,9.1,1.7,0.6,10.4,22.1,0.484,0.5,0.483,0.747,0.087,-1.0,-1.0,-2.0,0.0,10.772,1.19,3.684,0.747,0.215,1.215,F,None
4093,2002,Eduardo Najera,DAL,25.0,62.0,11.0,21.887,14.8,0.548,0.007,0.493,12.4,15.6,14.0,4.0,2.1,1.6,9.9,13.5,0.5,0.0,0.503,0.676,0.142,0.5,0.6,1.1,1.1,6.452,0.613,5.516,0.903,0.484,0.645,F,None
4094,2002,Steve Nash,DAL,27.0,82.0,82.0,34.598,20.7,0.602,0.315,0.269,2.0,7.9,5.0,36.1,1.0,0.1,15.8,23.0,0.554,0.455,0.495,0.887,0.167,5.4,-3.1,2.3,3.1,17.878,7.732,3.098,0.646,0.049,2.793,G,Third
4095,2002,Tyrone Nesby,WAS,26.0,70.0,9.0,21.4,13.1,0.48,0.112,0.221,8.1,16.7,12.3,9.8,2.2,1.1,9.6,15.7,0.45,0.277,0.455,0.688,0.094,-0.5,0.9,0.4,0.9,6.329,1.3,4.543,0.871,0.314,0.7,F,None
4096,2002,Rasho Nesterovic,MIN,25.0,82.0,82.0,27.049,12.9,0.499,0.002,0.108,10.6,17.2,13.9,5.2,1.1,3.7,12.0,16.0,0.493,0.0,0.494,0.549,0.089,-1.5,1.3,-0.1,1.1,8.378,0.915,6.512,0.549,1.329,1.146,C,None
4097,2002,Ira Newble,ATL,27.0,42.0,35.0,30.31,11.5,0.56,0.027,0.335,7.1,12.8,10.0,5.6,1.6,1.2,14.0,12.5,0.5,0.143,0.508,0.852,0.089,-1.1,0.8,-0.3,0.6,8.048,1.071,5.286,0.905,0.476,1.167,F,None
4098,2002,Johnny Newman,DAL,38.0,47.0,17.0,15.404,8.3,0.571,0.385,0.392,1.4,6.0,3.8,2.7,2.1,0.4,10.8,12.1,0.527,0.386,0.495,0.724,0.061,-0.7,-0.9,-1.6,0.1,4.213,0.298,1.043,0.617,0.085,0.447,F,None
4099,2002,Moochie Norris,HOU,28.0,82.0,26.0,27.427,13.1,0.471,0.212,0.268,3.7,8.9,6.3,29.9,2.0,0.1,18.1,17.8,0.426,0.269,0.433,0.751,0.039,-0.6,-1.5,-2.1,-0.1,8.11,4.915,3.0,0.988,0.049,1.902,G,None
4100,2002,Dirk Nowitzki,DAL,23.0,76.0,76.0,38.039,24.1,0.599,0.278,0.41,4.7,24.0,14.5,10.8,1.5,1.9,8.9,25.5,0.532,0.397,0.508,0.853,0.222,4.6,0.1,4.7,4.8,23.408,2.447,9.934,1.092,1.013,1.908,C,Second
4101,2002,Jermaine O'Neal,IND,23.0,72.0,72.0,37.597,18.1,0.521,0.012,0.365,8.0,23.1,15.8,8.1,0.9,4.4,11.7,24.9,0.48,0.071,0.484,0.688,0.113,-1.3,1.5,0.2,1.5,19.042,1.639,10.514,0.625,2.306,2.417,F,None
4102,2002,Shaquille O'Neal*,LAL,29.0,67.0,66.0,36.149,29.7,0.59,0.001,0.583,10.8,21.6,16.3,16.4,0.9,4.1,10.0,31.8,0.579,0.0,0.58,0.555,0.262,5.5,1.5,7.0,5.5,27.194,2.985,10.672,0.612,2.045,2.552,C,None
4103,2002,Charles Oakley,CHI,38.0,57.0,36.0,24.263,6.6,0.392,0.023,0.106,5.9,23.5,14.5,12.9,1.9,0.6,24.0,12.1,0.371,0.167,0.374,0.75,-0.016,-5.4,1.8,-3.6,-0.6,3.789,2.0,6.018,0.86,0.193,1.526,F,None
4104,2002,Lamar Odom,LAC,22.0,29.0,25.0,34.448,13.7,0.473,0.233,0.258,3.6,16.2,10.0,28.6,1.2,2.5,19.5,22.5,0.442,0.19,0.489,0.656,0.033,-0.5,0.9,0.4,0.6,13.069,5.897,6.069,0.793,1.241,3.345,F,None
4105,2002,Hakeem Olajuwon*,TOR,39.0,61.0,37.0,22.59,14.4,0.478,0.005,0.201,7.9,23.1,15.3,8.0,2.9,4.9,17.7,18.3,0.464,0.0,0.466,0.56,0.074,-3.9,4.0,0.1,0.7,7.131,1.082,6.0,1.213,1.475,1.607,C,None
4106,2002,Kevin Ollie,TOT,29.0,81.0,17.0,21.272,12.3,0.51,0.006,0.643,1.7,10.8,6.2,26.4,1.9,0.1,19.0,14.9,0.39,0.5,0.387,0.824,0.066,-2.5,-1.2,-3.6,-0.7,5.704,3.593,2.272,0.765,0.025,1.309,G,None
4107,2002,Kevin Ollie,CHI,29.0,52.0,17.0,22.038,11.2,0.49,0.008,0.514,1.8,11.5,6.5,26.9,1.7,0.1,20.5,15.7,0.385,0.5,0.382,0.838,0.031,-3.2,-1.5,-4.7,-0.8,5.846,3.712,2.462,0.692,0.019,1.538,G,None
4108,2002,Kevin Ollie,IND,29.0,29.0,0.0,19.897,14.3,0.554,0.0,0.97,1.4,9.3,5.5,25.4,2.4,0.1,15.4,13.3,0.4,,0.4,0.804,0.136,-0.9,-0.4,-1.3,0.1,5.448,3.379,1.931,0.897,0.034,0.897,G,None
4109,2002,Michael Olowokandi,LAC,26.0,80.0,79.0,32.1,12.4,0.457,0.0,0.212,7.3,23.8,15.7,5.8,1.1,3.9,15.3,20.1,0.433,,0.433,0.622,0.029,-4.5,1.4,-3.1,-0.7,11.062,1.125,8.888,0.688,1.812,2.188,C,None
4110,2002,Bo Outlaw,TOT,30.0,83.0,36.0,23.229,11.4,0.547,0.007,0.341,8.5,12.9,10.6,9.5,1.9,3.5,21.8,10.2,0.557,0.5,0.556,0.422,0.086,-1.7,3.5,1.7,1.8,4.53,1.53,4.386,0.843,1.108,1.157,F,None
4111,2002,Bo Outlaw,ORL,30.0,10.0,0.0,16.0,11.0,0.588,0.0,0.857,10.4,9.8,10.1,4.5,2.9,3.9,27.6,11.2,0.619,,0.619,0.444,0.078,-2.3,2.9,0.6,0.1,3.4,0.5,2.9,0.9,0.9,1.1,F,None
4112,2002,Bo Outlaw,PHO,30.0,73.0,36.0,24.219,11.4,0.543,0.007,0.302,8.3,13.2,10.7,9.9,1.8,3.4,21.3,10.1,0.552,0.5,0.551,0.417,0.087,-1.7,3.5,1.8,1.7,4.685,1.671,4.589,0.836,1.137,1.164,F,None
4113,2002,Robert Pack,MIN,32.0,16.0,0.0,15.75,9.1,0.416,0.059,0.221,3.3,7.2,5.3,27.7,2.7,0.0,21.1,17.0,0.375,0.25,0.375,0.733,0.016,-3.3,-1.2,-4.5,-0.2,3.875,3.062,1.438,0.812,0.0,1.25,G,None
4114,2002,Scott Padgett,UTA,25.0,75.0,1.0,17.267,15.4,0.568,0.286,0.258,10.3,16.3,13.2,11.0,1.8,0.8,13.6,17.7,0.538,0.434,0.493,0.735,0.13,1.7,-0.7,0.9,1.0,6.667,1.093,3.8,0.573,0.173,0.92,F,None
4115,2002,Tony Parker,SAS,19.0,77.0,72.0,29.442,11.7,0.497,0.296,0.25,1.7,8.0,5.0,23.9,2.1,0.2,17.5,17.7,0.467,0.323,0.46,0.675,0.08,-0.5,0.1,-0.4,0.9,9.156,4.338,2.558,1.156,0.091,1.961,G,None
4116,2002,Ruben Patterson,POR,26.0,75.0,13.0,23.533,18.8,0.567,0.058,0.443,10.2,9.6,9.9,10.5,2.4,1.6,13.4,22.1,0.523,0.25,0.532,0.701,0.151,1.7,0.2,1.9,1.7,11.187,1.427,3.973,1.053,0.493,1.52,F,None
4117,2002,Gary Payton*,SEA,33.0,82.0,82.0,40.256,22.9,0.526,0.15,0.212,2.9,11.1,7.1,39.4,2.1,0.6,10.8,27.2,0.49,0.314,0.494,0.797,0.183,5.2,-0.6,4.6,5.5,22.134,8.988,4.829,1.598,0.317,2.549,G,None
4118,2002,Anthony Peeler,MIN,32.0,82.0,0.0,25.122,12.2,0.519,0.414,0.085,2.1,9.4,5.8,13.0,1.6,0.4,9.7,17.3,0.502,0.392,0.441,0.862,0.087,0.9,-1.2,-0.3,0.9,8.988,2.159,2.512,0.744,0.134,0.927,G,None
4119,2002,Elliot Perry,MEM,32.0,2.0,0.0,24.0,5.3,0.506,0.0,0.2,0.0,9.3,4.6,23.7,3.3,0.0,39.1,16.9,0.5,,0.5,0.5,-0.087,-8.0,-0.7,-8.7,-0.1,5.5,3.5,2.0,1.5,0.0,3.5,G,None
4120,2002,Wesley Person,CLE,30.0,78.0,78.0,35.808,16.3,0.589,0.341,0.131,2.1,10.2,6.2,10.8,1.5,1.0,6.9,17.6,0.57,0.444,0.521,0.798,0.119,3.1,-1.2,1.9,2.7,15.077,2.218,3.769,0.987,0.474,0.949,G,None
4121,2002,Morris Peterson,TOR,24.0,63.0,56.0,31.556,15.3,0.524,0.301,0.22,5.1,7.9,6.4,13.5,2.0,0.4,9.3,21.3,0.492,0.364,0.469,0.751,0.119,2.2,-1.0,1.2,1.6,14.016,2.429,3.54,1.159,0.175,1.365,F,None
4122,2002,Eric Piatkowski,LAC,31.0,71.0,64.0,24.197,13.8,0.601,0.505,0.24,2.9,9.2,6.1,10.4,1.3,0.5,10.9,15.4,0.557,0.466,0.412,0.894,0.127,2.3,-1.4,0.9,1.3,8.817,1.577,2.592,0.577,0.169,0.901,G,None
4123,2002,Paul Pierce,BOS,24.0,82.0,82.0,40.268,22.3,0.57,0.325,0.402,2.6,16.5,9.4,15.7,2.4,2.0,11.4,29.3,0.508,0.404,0.461,0.809,0.187,3.9,1.0,4.9,5.7,26.146,3.183,6.902,1.878,1.049,2.939,G,Third
4124,2002,Scottie Pippen*,POR,36.0,62.0,60.0,32.194,14.9,0.497,0.295,0.244,4.5,14.5,9.5,28.7,2.7,1.3,20.5,19.1,0.456,0.305,0.455,0.774,0.09,0.5,1.7,2.2,2.1,10.629,5.855,5.177,1.629,0.565,2.758,F,None
4125,2002,Scot Pollard,SAC,26.0,80.0,29.0,23.512,15.0,0.59,0.0,0.464,10.9,21.0,16.0,3.9,1.9,2.7,13.6,11.5,0.55,,0.55,0.693,0.175,-0.6,2.6,2.0,1.9,6.362,0.662,7.062,0.875,0.95,0.85,C,None
4126,2002,Terry Porter,SAS,38.0,72.0,0.0,17.972,13.9,0.558,0.442,0.259,1.1,13.1,7.3,25.2,1.9,0.9,19.2,15.9,0.516,0.415,0.43,0.819,0.131,0.2,0.6,0.8,0.9,5.542,2.847,2.278,0.625,0.222,1.181,G,None
4127,2002,James Posey,DEN,25.0,73.0,63.0,30.658,12.9,0.474,0.322,0.276,5.3,17.1,10.9,13.1,2.7,1.3,13.3,19.1,0.422,0.283,0.421,0.793,0.058,-0.5,1.2,0.7,1.5,10.712,2.466,5.877,1.562,0.534,1.74,F,None
4128,2002,Vitaly Potapenko,BOS,26.0,79.0,9.0,17.0,11.4,0.513,0.0,0.399,13.3,15.1,14.2,3.6,1.4,1.0,15.1,14.1,0.455,,0.455,0.742,0.111,-3.1,0.0,-3.1,-0.4,4.595,0.38,4.392,0.468,0.228,0.797,C,None
4129,2002,Joel Przybilla,MIL,22.0,71.0,62.0,15.887,10.2,0.523,0.007,0.634,8.4,20.1,14.5,2.7,0.9,7.6,19.1,9.3,0.535,0.0,0.539,0.422,0.079,-4.4,3.0,-1.3,0.2,2.676,0.296,3.986,0.282,1.662,0.606,C,None
4130,2002,Vladimir Radmanovic,SEA,21.0,61.0,16.0,20.164,12.7,0.528,0.444,0.203,4.4,17.4,11.0,9.8,2.5,1.5,15.7,17.3,0.506,0.42,0.406,0.681,0.084,-0.6,0.7,0.0,0.6,6.672,1.328,3.77,0.918,0.393,1.18,F,None
4131,2002,Theo Ratliff,ATL,28.0,3.0,2.0,27.333,11.1,0.523,0.0,0.55,6.9,15.4,11.1,2.0,0.6,7.2,22.0,17.6,0.5,,0.5,0.545,0.012,-6.3,1.1,-5.2,-0.1,8.667,0.333,5.333,0.333,2.667,2.333,C,None
4132,2002,Zeljko Rebraca,DET,29.0,74.0,4.0,15.932,16.2,0.569,0.0,0.468,8.4,20.5,14.5,5.7,1.3,4.4,15.7,21.4,0.505,,0.505,0.771,0.134,-2.8,0.7,-2.2,0.0,6.932,0.514,3.919,0.378,0.986,1.135,C,None
4133,2002,Michael Redd,MIL,22.0,67.0,8.0,21.149,20.0,0.581,0.325,0.189,6.6,11.4,9.1,11.5,1.6,0.4,8.0,23.7,0.555,0.444,0.501,0.791,0.155,3.6,-3.0,0.6,0.9,11.448,1.358,3.343,0.627,0.104,0.851,G,None
4134,2002,Glen Rice,HOU,34.0,20.0,20.0,30.3,8.0,0.477,0.383,0.18,0.9,8.0,4.4,8.5,1.1,0.3,11.8,15.6,0.443,0.281,0.456,0.8,0.002,-2.3,-1.9,-4.2,-0.3,8.6,1.55,2.35,0.6,0.15,1.2,F,None
4135,2002,Jason Richardson,GSW,21.0,80.0,75.0,32.862,13.8,0.487,0.226,0.193,4.9,9.0,6.9,15.4,2.0,0.8,11.9,21.5,0.463,0.333,0.453,0.671,0.052,0.8,-1.3,-0.5,1.0,14.388,2.95,4.25,1.325,0.388,2.0,G,None
4136,2002,Quentin Richardson,LAC,21.0,81.0,0.0,26.568,17.4,0.534,0.377,0.202,6.0,11.5,8.8,10.5,1.9,0.7,9.2,23.3,0.504,0.381,0.463,0.765,0.125,2.9,-1.6,1.4,1.8,13.284,1.58,4.123,0.963,0.259,1.259,G,None
4137,2002,Isaiah Rider,DEN,30.0,10.0,1.0,17.3,16.3,0.526,0.185,0.21,6.3,15.9,10.9,13.3,0.9,0.9,13.7,26.5,0.494,0.4,0.47,0.765,0.05,-0.6,-2.8,-3.4,-0.1,9.3,1.2,3.3,0.3,0.2,1.4,G,None
4138,2002,Clifford Robinson,DET,35.0,80.0,80.0,35.688,13.5,0.503,0.284,0.193,3.3,12.6,8.0,12.5,1.7,2.4,11.5,21.6,0.478,0.378,0.443,0.694,0.073,-0.5,0.7,0.2,1.6,14.575,2.525,4.825,1.112,1.188,1.888,F,None
4139,2002,David Robinson*,SAS,36.0,78.0,78.0,29.526,20.3,0.562,0.0,0.588,9.9,22.0,16.2,7.0,2.0,4.3,10.9,19.2,0.507,,0.507,0.681,0.211,0.4,3.5,3.9,3.4,12.192,1.205,8.295,1.103,1.795,1.333,C,None
4140,2002,Eddie Robinson,CHI,25.0,29.0,12.0,22.517,12.5,0.489,0.02,0.194,4.2,9.9,7.0,10.5,1.9,1.3,11.8,21.4,0.457,0.4,0.455,0.75,0.015,-2.8,-1.3,-4.1,-0.3,9.034,1.276,2.69,0.793,0.379,1.241,F,None
4141,2002,Glenn Robinson,MIL,29.0,66.0,63.0,35.545,19.1,0.537,0.155,0.246,3.6,15.8,10.0,13.4,2.2,1.3,12.0,28.8,0.493,0.326,0.493,0.837,0.096,0.6,-1.0,-0.4,1.0,20.697,2.545,6.152,1.47,0.621,2.636,F,None
4142,2002,Rodney Rogers,TOT,30.0,77.0,8.0,24.416,17.0,0.558,0.311,0.197,7.6,13.3,10.4,10.5,1.8,1.2,11.6,22.3,0.529,0.374,0.514,0.785,0.138,1.8,-0.4,1.3,1.6,11.909,1.455,4.519,0.857,0.377,1.403,F,None
4143,2002,Rodney Rogers,PHO,30.0,50.0,7.0,25.08,17.8,0.545,0.262,0.185,8.4,13.3,10.8,9.9,2.1,1.0,10.3,23.0,0.512,0.35,0.508,0.828,0.142,2.2,-0.5,1.8,1.2,12.58,1.44,4.82,1.0,0.34,1.32,F,None
4144,2002,Rodney Rogers,BOS,30.0,27.0,1.0,23.185,15.4,0.59,0.428,0.225,5.8,13.1,9.4,11.7,1.3,1.5,14.7,20.8,0.57,0.411,0.535,0.7,0.128,0.9,-0.4,0.5,0.4,10.667,1.481,3.963,0.593,0.444,1.556,F,None
4145,2002,Jalen Rose,TOT,29.0,83.0,83.0,37.988,16.8,0.528,0.169,0.23,1.6,11.9,6.8,22.0,1.3,1.0,11.1,26.1,0.485,0.362,0.474,0.839,0.087,1.7,-1.2,0.6,2.0,20.434,4.277,4.494,0.94,0.542,2.422,F,None
4146,2002,Jalen Rose,IND,29.0,53.0,53.0,36.547,15.7,0.515,0.168,0.214,1.7,12.5,7.2,18.9,1.2,1.1,9.9,24.8,0.474,0.356,0.462,0.839,0.09,0.9,-0.7,0.2,1.1,18.528,3.717,4.698,0.849,0.547,1.981,F,None
4147,2002,Jalen Rose,CHI,29.0,30.0,30.0,40.533,18.4,0.547,0.17,0.254,1.3,10.8,6.0,26.9,1.4,1.0,12.8,28.3,0.502,0.37,0.491,0.839,0.082,3.0,-1.9,1.1,0.9,23.8,5.267,4.133,1.1,0.533,3.2,F,None
4148,2002,Malik Rose,SAS,27.0,82.0,1.0,21.037,16.4,0.517,0.019,0.406,11.9,20.6,16.4,6.3,2.2,1.7,15.8,23.9,0.464,0.083,0.47,0.72,0.123,-2.0,0.8,-1.2,0.3,9.415,0.744,6.0,0.854,0.512,1.707,F,None
4149,2002,Bryon Russell,UTA,31.0,66.0,40.0,30.273,9.8,0.493,0.387,0.24,4.7,13.1,8.9,11.1,1.7,0.8,14.6,17.1,0.446,0.341,0.405,0.821,0.055,-0.6,-0.3,-0.9,0.5,9.636,2.061,4.47,0.97,0.288,1.667,G,None
4150,2002,Kenny Satterfield,DEN,20.0,36.0,4.0,15.556,11.5,0.431,0.136,0.231,3.3,7.5,5.3,31.8,2.9,0.1,19.5,21.8,0.384,0.259,0.384,0.783,-0.014,-2.8,-1.9,-4.7,-0.4,5.25,3.0,1.444,0.861,0.028,1.472,G,None
4151,2002,Ansu Sesay,SEA,25.0,9.0,0.0,15.778,15.5,0.549,0.0,0.455,5.9,10.6,8.3,8.9,1.1,1.1,3.6,17.9,0.5,,0.5,0.7,0.156,-0.1,-2.0,-2.1,0.0,6.444,0.889,2.222,0.333,0.222,0.222,F,None
4152,2002,Brian Skinner,CLE,25.0,65.0,8.0,17.031,11.3,0.569,0.0,0.488,10.0,19.8,14.9,2.3,1.2,4.0,17.6,9.9,0.543,,0.543,0.608,0.084,-2.8,0.8,-1.9,0.0,3.446,0.262,4.323,0.369,0.938,0.646,F,None
4153,2002,Charles Smith,SAS,26.0,60.0,22.0,19.017,13.2,0.483,0.306,0.152,3.5,9.7,6.7,12.2,2.4,2.7,11.4,21.0,0.466,0.267,0.495,0.646,0.085,-1.0,1.3,0.3,0.7,7.35,1.333,2.217,0.867,0.733,0.983,G,None
4154,2002,Joe Smith,MIN,26.0,72.0,63.0,26.694,16.0,0.571,0.005,0.355,9.3,17.9,13.6,6.6,1.1,2.3,11.4,17.8,0.513,0.667,0.51,0.83,0.153,0.4,0.3,0.7,1.3,10.653,1.139,6.292,0.542,0.819,1.194,C,None
4155,2002,Steve Smith,SAS,32.0,77.0,76.0,28.714,13.9,0.588,0.361,0.265,2.4,7.4,5.0,11.5,1.3,0.5,12.4,18.3,0.54,0.472,0.445,0.878,0.139,1.7,-0.5,1.3,1.8,11.623,1.961,2.506,0.701,0.195,1.403,G,None
4156,2002,Eric Snow,PHI,28.0,61.0,61.0,36.475,14.7,0.51,0.043,0.364,1.7,9.2,5.5,30.6,2.3,0.3,16.0,17.7,0.445,0.111,0.457,0.806,0.119,-0.1,0.1,0.1,1.2,12.098,6.557,3.525,1.557,0.148,2.262,G,None
4157,2002,Latrell Sprewell,NYK,31.0,81.0,81.0,41.062,13.7,0.501,0.284,0.244,2.1,8.3,5.2,17.5,1.5,0.3,12.4,25.1,0.455,0.36,0.421,0.821,0.041,0.7,-1.1,-0.5,1.3,19.444,3.864,3.679,1.16,0.173,2.753,F,None
4158,2002,Jerry Stackhouse,DET,27.0,76.0,76.0,35.329,19.0,0.518,0.227,0.437,3.4,10.4,6.9,28.4,1.5,1.0,14.5,32.3,0.43,0.287,0.43,0.858,0.104,2.0,-1.3,0.7,1.9,21.434,5.303,4.145,1.013,0.487,3.5,F,None
4159,2002,DeShawn Stevenson,UTA,20.0,67.0,23.0,16.925,8.2,0.412,0.067,0.143,4.6,9.3,7.0,17.1,1.4,1.7,14.7,18.4,0.388,0.08,0.408,0.698,-0.01,-4.0,-1.0,-4.9,-0.8,4.851,1.731,1.955,0.433,0.358,1.015,G,None
4160,2002,John Stockton*,UTA,39.0,82.0,82.0,31.293,21.9,0.601,0.101,0.414,2.8,9.6,6.2,46.3,3.2,0.7,18.5,19.8,0.534,0.321,0.539,0.857,0.2,4.5,-1.2,3.3,3.4,13.439,8.22,3.207,1.854,0.293,2.537,G,None
4161,2002,Peja Stojakovic,SAC,24.0,71.0,71.0,37.31,19.3,0.592,0.274,0.286,3.0,11.9,7.5,10.6,1.5,0.4,9.9,23.2,0.541,0.416,0.51,0.876,0.179,3.4,-0.7,2.7,3.2,21.211,2.465,5.254,1.141,0.197,1.972,F,None
4162,2002,Damon Stoudamire,POR,28.0,75.0,71.0,37.28,14.7,0.506,0.321,0.214,3.2,9.1,6.1,28.0,1.3,0.2,12.9,18.8,0.459,0.353,0.425,0.888,0.113,1.9,-1.3,0.6,1.8,13.547,6.533,3.893,0.893,0.093,1.987,G,None
4163,2002,Erick Strickland,BOS,28.0,79.0,4.0,20.797,12.9,0.545,0.506,0.318,1.4,13.1,7.1,18.6,1.8,0.0,14.5,18.0,0.487,0.385,0.394,0.845,0.111,-0.3,-0.7,-1.0,0.4,7.671,2.329,2.696,0.709,0.013,1.19,G,None
4164,2002,Rod Strickland,MIA,35.0,76.0,64.0,30.184,15.6,0.495,0.036,0.282,2.5,9.2,5.9,35.7,2.0,0.4,16.5,20.0,0.448,0.308,0.448,0.766,0.103,-0.3,-0.1,-0.4,0.9,10.447,6.092,3.053,1.079,0.145,2.092,G,None
