index,Year,Player,Tm,Age,G,GS,MPG,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,eFG%,3P%,2P%,FT%,WS/48,OBPM,DBPM,BPM,VORP,PTS_per_game,AST_per_game,TRB_per_game,STL_per_game,BLK_per_game,TOV_per_game,Position,nba_team
583,1991,Anthony Cook,DEN,23.0,58.0,25.0,19.328,10.7,0.452,0.011,0.456,10.3,17.9,13.7,2.6,1.3,3.4,12.8,12.3,0.417,0.0,0.421,0.55,0.022,-4.1,0.1,-4.0,-0.6,5.293,0.448,5.621,0.603,1.241,0.862,F,None
584,1991,Tyrone Corbin,MIN,28.0,82.0,82.0,38.976,16.6,0.499,0.008,0.283,6.3,15.7,10.7,17.1,2.6,1.1,12.4,22.7,0.449,0.2,0.45,0.798,0.081,0.6,1.0,1.6,2.9,17.951,4.232,7.183,1.976,0.646,2.549,F,None
585,1991,Terry Cummings,SAS,29.0,67.0,62.0,32.761,16.3,0.514,0.032,0.231,10.3,15.6,13.1,11.3,1.4,0.8,10.3,24.2,0.487,0.212,0.493,0.683,0.122,0.7,0.2,0.9,1.6,17.567,2.343,7.776,0.91,0.448,1.955,F,None
586,1991,Earl Cureton,CHH,33.0,9.0,1.0,17.667,2.4,0.336,0.042,0.125,4.2,22.3,13.0,2.4,0.0,1.2,19.2,8.4,0.333,0.0,0.348,0.333,-0.041,-7.9,-0.2,-8.1,-0.2,1.889,0.333,4.0,0.0,0.333,0.667,F,None
587,1991,Dell Curry,CHH,26.0,76.0,14.0,19.934,17.0,0.524,0.12,0.159,3.5,11.9,7.5,18.0,2.4,1.0,9.5,23.8,0.494,0.372,0.485,0.842,0.086,1.0,-0.5,0.4,0.9,10.553,2.184,2.618,0.987,0.329,1.053,G,None
588,1991,Brad Daugherty,CLE,25.0,76.0,76.0,38.763,19.9,0.583,0.003,0.501,7.0,25.7,16.3,13.9,1.3,0.9,13.0,24.0,0.524,0.0,0.525,0.751,0.147,1.5,0.7,2.2,3.1,21.645,3.329,10.921,0.974,0.605,2.776,C,None
589,1991,Brad Davis,DAL,35.0,80.0,6.0,17.825,10.3,0.507,0.228,0.316,1.0,8.4,4.7,22.8,1.6,0.7,15.3,15.6,0.456,0.259,0.476,0.771,0.054,-1.9,-1.7,-3.6,-0.6,5.388,2.875,1.475,0.562,0.212,0.962,G,None
590,1991,Terry Davis,MIA,23.0,55.0,17.0,18.109,11.7,0.516,0.008,0.525,11.8,18.2,14.9,5.5,0.9,1.7,11.0,13.4,0.489,0.5,0.487,0.556,0.095,-2.1,0.2,-1.9,0.0,5.455,0.709,4.836,0.327,0.509,0.655,F,None
591,1991,Walter Davis,TOT,36.0,71.0,14.0,20.887,15.5,0.506,0.042,0.136,4.5,7.9,6.1,12.2,2.3,0.1,8.8,24.6,0.474,0.306,0.475,0.915,0.064,-0.1,-2.1,-2.2,-0.1,13.014,1.761,2.549,1.127,0.042,1.239,G,None
592,1991,Walter Davis,DEN,36.0,39.0,13.0,26.769,17.1,0.514,0.049,0.141,4.3,7.1,5.6,11.7,2.5,0.2,8.2,26.0,0.481,0.303,0.483,0.915,0.061,0.9,-2.7,-1.9,0.0,18.667,2.154,3.154,1.59,0.077,1.615,G,None
593,1991,Johnny Dawkins,PHI,27.0,4.0,4.0,31.0,22.8,0.687,0.098,0.268,0.0,14.2,7.2,37.1,1.2,0.0,14.9,19.0,0.646,0.25,0.676,0.909,0.218,3.6,-2.5,1.1,0.1,15.75,7.0,4.0,0.75,0.0,2.0,G,None
594,1991,Vlade Divac,LAL,22.0,82.0,81.0,28.171,17.7,0.606,0.022,0.438,10.8,22.2,16.7,5.8,2.3,3.3,16.1,17.1,0.569,0.357,0.57,0.703,0.173,0.3,3.4,3.7,3.3,11.232,1.122,8.122,1.293,1.549,1.78,C,None
595,1991,James Donaldson,DAL,33.0,82.0,82.0,34.146,12.3,0.572,0.0,0.372,8.2,21.4,14.8,3.5,0.6,2.1,16.9,13.6,0.532,,0.532,0.721,0.074,-2.4,0.6,-1.8,0.1,9.988,0.841,8.866,0.415,1.134,1.78,C,None
596,1991,Sherman Douglas,MIA,24.0,73.0,73.0,35.096,18.0,0.546,0.029,0.392,3.3,5.8,4.6,39.2,2.3,0.1,17.9,24.0,0.506,0.129,0.516,0.686,0.1,2.3,-1.7,0.6,1.7,18.521,8.548,2.863,1.658,0.068,3.699,G,None
597,1991,Clyde Drexler*,POR,28.0,82.0,82.0,34.78,22.1,0.563,0.143,0.392,8.3,12.8,10.6,25.7,2.4,1.3,12.9,25.7,0.505,0.319,0.509,0.794,0.209,5.3,2.1,7.3,6.7,21.549,6.012,6.659,1.756,0.732,2.829,G,None
598,1991,Kevin Duckworth,POR,26.0,81.0,81.0,31.0,12.7,0.525,0.002,0.287,7.9,15.4,11.7,5.1,0.6,0.8,13.2,22.8,0.481,0.0,0.482,0.772,0.082,-2.1,-1.0,-3.2,-0.7,15.827,1.099,6.556,0.407,0.42,2.296,C,None
599,1991,Chris Dudley,NJN,25.0,61.0,25.0,25.574,12.6,0.439,0.0,0.422,14.8,19.7,17.2,3.3,1.2,5.8,13.9,14.8,0.408,,0.408,0.534,0.068,-3.7,2.4,-1.3,0.3,7.115,0.607,8.377,0.639,2.508,1.311,C,None
600,1991,Joe Dumars*,DET,27.0,80.0,80.0,38.075,18.0,0.552,0.035,0.323,2.3,4.7,3.5,24.2,1.5,0.1,11.4,24.0,0.487,0.311,0.488,0.89,0.155,2.7,-0.9,1.8,2.9,20.362,5.538,2.338,1.112,0.088,2.362,G,None
601,1991,Ledell Eackles,WSB,24.0,67.0,17.0,24.119,12.9,0.505,0.077,0.291,3.2,5.5,4.3,13.1,1.4,0.4,11.8,25.2,0.462,0.237,0.471,0.739,0.035,-1.5,-2.8,-4.3,-1.0,12.955,2.03,1.91,0.701,0.149,1.716,G,None
602,1991,Mark Eaton,UTA,34.0,80.0,80.0,32.25,9.5,0.599,0.0,0.384,8.9,20.8,15.2,2.6,0.8,4.5,22.5,7.6,0.579,,0.579,0.634,0.103,-2.4,4.2,1.8,2.5,5.112,0.638,8.338,0.488,2.35,1.238,C,None
603,1991,Blue Edwards,UTA,25.0,62.0,56.0,25.984,10.4,0.559,0.052,0.252,4.0,10.3,7.3,10.1,1.8,1.1,16.9,17.1,0.532,0.25,0.541,0.701,0.065,-1.7,1.3,-0.3,0.7,9.29,1.742,3.242,0.919,0.468,1.694,F,None
604,1991,James Edwards,DET,35.0,72.0,70.0,26.431,12.7,0.533,0.003,0.372,5.4,11.2,8.3,5.6,0.3,1.0,12.0,24.2,0.484,0.5,0.484,0.729,0.088,-1.8,-1.4,-3.1,-0.6,13.639,0.903,3.847,0.167,0.417,1.75,C,None
605,1991,Kevin Edwards,MIA,25.0,79.0,16.0,25.316,13.7,0.468,0.091,0.23,4.4,7.1,5.7,18.8,3.1,1.4,13.8,24.1,0.423,0.286,0.422,0.803,0.039,-1.5,0.3,-1.2,0.4,12.089,3.038,2.595,1.633,0.582,2.063,G,None
606,1991,Craig Ehlo,CLE,29.0,82.0,68.0,33.732,12.0,0.498,0.193,0.181,6.0,10.3,8.1,19.5,2.2,0.7,16.1,15.7,0.477,0.329,0.473,0.679,0.058,-0.2,1.0,0.8,2.0,10.146,4.585,4.732,1.476,0.415,1.951,G,None
607,1991,Mario Elie,TOT,27.0,33.0,0.0,19.515,12.9,0.598,0.063,0.56,7.9,10.9,9.4,9.0,1.4,0.9,13.1,14.2,0.509,0.4,0.503,0.843,0.122,0.5,-0.5,-0.1,0.3,7.182,1.364,3.333,0.576,0.303,0.909,SF-SG,None
608,1991,Mario Elie,GSW,27.0,30.0,0.0,20.8,13.4,0.607,0.053,0.572,8.1,11.1,9.6,9.1,1.4,1.0,12.4,13.9,0.516,0.375,0.514,0.851,0.134,0.9,-0.4,0.5,0.4,7.7,1.467,3.633,0.633,0.333,0.9,F,None
609,1991,Sean Elliott,SAS,22.0,82.0,82.0,37.122,14.2,0.564,0.066,0.412,5.4,10.8,8.3,11.1,1.1,0.7,11.3,17.8,0.5,0.313,0.502,0.808,0.138,1.0,0.6,1.6,2.8,15.866,2.902,5.561,0.841,0.402,1.793,F,None
610,1991,Dale Ellis,TOT,30.0,51.0,24.0,27.922,17.0,0.542,0.219,0.231,5.4,9.1,7.3,10.6,1.7,0.4,9.3,26.0,0.513,0.363,0.504,0.723,0.109,2.1,-2.5,-0.5,0.6,16.804,1.863,3.392,0.961,0.157,1.588,G,None
611,1991,Dale Ellis,SEA,30.0,30.0,24.0,26.667,16.0,0.527,0.228,0.215,4.1,9.7,6.9,12.2,2.1,0.2,10.3,25.0,0.497,0.303,0.51,0.738,0.097,1.6,-2.1,-0.4,0.3,15.033,2.133,3.067,1.1,0.1,1.633,G,None
612,1991,Dale Ellis,MIL,30.0,21.0,0.0,29.714,18.2,0.559,0.208,0.251,7.1,8.4,7.7,8.5,1.3,0.5,8.1,27.2,0.532,0.441,0.498,0.707,0.124,2.7,-3.2,-0.5,0.2,19.333,1.476,3.857,0.762,0.238,1.524,G,None
613,1991,Pervis Ellison,WSB,23.0,76.0,30.0,25.553,15.9,0.542,0.009,0.336,12.6,20.4,16.5,7.7,1.2,4.8,16.7,18.8,0.513,0.0,0.517,0.65,0.1,-1.4,2.1,0.7,1.3,10.408,1.342,7.697,0.645,2.066,1.921,C,None
614,1991,A.J. English,WSB,23.0,70.0,12.0,20.614,10.6,0.48,0.054,0.274,5.0,6.2,5.6,18.0,0.9,0.6,15.1,21.8,0.441,0.097,0.458,0.707,0.008,-2.5,-2.3,-4.8,-1.0,8.8,2.529,2.1,0.357,0.214,1.629,G,None
615,1991,Alex English*,DAL,37.0,79.0,26.0,22.127,12.2,0.48,0.001,0.191,7.0,9.5,8.3,9.5,1.2,0.9,11.3,22.7,0.439,0.0,0.439,0.85,0.017,-2.6,-1.7,-4.3,-1.0,9.658,1.329,3.215,0.506,0.316,1.278,F,None
616,1991,Patrick Ewing*,NYK,28.0,81.0,81.0,38.321,23.7,0.561,0.004,0.379,7.4,25.7,16.8,14.1,1.3,5.0,13.2,31.1,0.514,0.0,0.516,0.745,0.155,1.3,2.6,3.9,4.6,26.593,3.012,11.173,0.988,3.185,3.593,C,None
617,1991,Jim Farmer,TOT,26.0,27.0,1.0,16.889,12.2,0.507,0.103,0.291,5.6,9.0,7.1,10.9,1.2,0.2,13.1,22.5,0.464,0.217,0.48,0.738,0.01,-1.8,-3.6,-5.4,-0.4,9.444,1.407,2.519,0.481,0.074,1.407,G,None
618,1991,Jim Farmer,DEN,26.0,25.0,1.0,17.72,12.3,0.511,0.102,0.292,5.2,8.5,6.7,11.2,1.2,0.2,13.2,22.3,0.47,0.227,0.485,0.73,0.012,-1.5,-3.4,-4.9,-0.3,9.96,1.52,2.52,0.52,0.08,1.48,G,None
619,1991,Danny Ferry,CLE,24.0,81.0,2.0,20.506,10.9,0.491,0.12,0.236,6.9,13.0,10.0,13.0,1.3,0.9,14.5,21.8,0.446,0.299,0.445,0.816,0.028,-2.2,-1.0,-3.2,-0.5,8.605,1.753,3.531,0.531,0.309,1.481,F,None
620,1991,Vern Fleming,IND,28.0,69.0,45.0,27.957,17.2,0.571,0.027,0.329,5.1,7.5,6.4,27.9,1.9,0.4,15.1,19.7,0.534,0.222,0.539,0.729,0.109,2.2,-1.7,0.5,1.2,12.71,5.348,3.101,1.101,0.188,1.986,G,None
621,1991,Sleepy Floyd,HOU,30.0,82.0,4.0,22.561,16.1,0.48,0.187,0.262,3.0,6.1,4.6,26.4,2.5,0.5,11.8,26.4,0.437,0.273,0.443,0.752,0.096,0.3,-1.0,-0.7,0.6,12.256,3.866,1.939,1.159,0.207,1.707,G,None
622,1991,Corey Gaines,DEN,25.0,10.0,2.0,22.6,15.2,0.51,0.3,0.371,1.5,4.6,2.9,46.6,1.9,0.5,22.0,16.3,0.436,0.238,0.469,0.846,0.061,-0.9,-6.1,-7.0,-0.3,8.3,9.1,1.4,1.0,0.2,2.3,G,None
623,1991,Kevin Gamble,BOS,25.0,82.0,76.0,33.0,16.3,0.62,0.008,0.243,3.8,6.9,5.4,13.0,1.8,0.7,12.5,18.4,0.587,0.0,0.592,0.815,0.147,2.4,-0.3,2.1,2.8,15.622,3.122,3.256,1.22,0.415,1.805,F,None
624,1991,Winston Garland,LAC,26.0,69.0,26.0,24.667,12.1,0.48,0.05,0.303,2.9,9.8,6.3,25.6,2.7,0.4,16.5,16.8,0.43,0.154,0.44,0.752,0.069,-1.7,0.7,-1.0,0.4,8.174,4.594,2.87,1.406,0.145,1.681,G,None
625,1991,Kenny Gattison,CHH,26.0,72.0,6.0,21.556,14.4,0.574,0.004,0.543,9.8,18.5,14.0,4.2,1.5,2.7,15.3,18.3,0.532,0.0,0.534,0.661,0.092,-1.5,0.3,-1.2,0.3,9.028,0.611,5.264,0.667,0.931,1.417,F,None
626,1991,Kendall Gill,CHH,22.0,82.0,36.0,23.707,15.4,0.494,0.017,0.218,6.0,9.6,7.8,24.5,2.6,1.2,15.1,23.6,0.451,0.143,0.455,0.835,0.044,-0.1,0.5,0.4,1.2,11.049,3.695,3.207,1.268,0.476,1.988,G,None
627,1991,Armen Gilliam,TOT,26.0,75.0,75.0,35.253,15.5,0.542,0.002,0.329,9.4,16.2,12.8,6.2,1.3,1.2,13.2,21.6,0.487,0.0,0.487,0.815,0.083,-0.7,-0.5,-1.2,0.5,16.56,1.4,7.973,0.92,0.707,2.32,F,None
628,1991,Armen Gilliam,CHH,26.0,25.0,25.0,37.96,17.6,0.566,0.0,0.337,10.1,18.4,14.2,4.6,1.8,1.4,12.8,22.5,0.513,,0.513,0.813,0.102,0.1,-0.3,-0.2,0.4,19.76,1.08,9.36,1.36,0.84,2.56,F,None
629,1991,Armen Gilliam,PHI,26.0,50.0,50.0,33.9,14.3,0.527,0.003,0.324,9.1,14.9,12.1,7.1,1.0,1.1,13.4,21.1,0.47,0.0,0.472,0.816,0.072,-1.1,-0.6,-1.7,0.1,14.96,1.56,7.28,0.7,0.64,2.2,F,None
630,1991,Mike Gminski,TOT,31.0,80.0,79.0,27.45,14.0,0.481,0.017,0.196,9.6,20.8,15.1,6.4,0.9,1.5,8.8,18.8,0.443,0.143,0.447,0.81,0.063,-2.2,-0.4,-2.6,-0.3,10.55,1.162,7.275,0.5,0.7,1.062,C,None
631,1991,Mike Gminski,PHI,31.0,30.0,29.0,26.367,12.7,0.436,0.028,0.222,10.3,18.1,14.3,6.1,1.0,2.5,9.0,18.9,0.386,0.125,0.391,0.841,0.045,-3.2,0.0,-3.2,-0.2,9.067,1.1,6.7,0.533,1.133,1.033,C,None
632,1991,Mike Gminski,CHH,31.0,50.0,50.0,28.1,14.7,0.505,0.011,0.181,9.2,22.4,15.6,6.5,0.8,1.0,8.7,18.8,0.474,0.167,0.477,0.789,0.073,-1.6,-0.6,-2.2,-0.1,11.44,1.2,7.62,0.48,0.44,1.08,C,None
633,1991,Gary Grant,LAC,25.0,68.0,65.0,30.956,12.1,0.476,0.066,0.126,3.5,7.3,5.3,38.2,2.4,0.3,25.3,16.0,0.459,0.231,0.467,0.689,0.038,-1.9,-0.7,-2.6,-0.3,8.676,8.632,3.074,1.515,0.176,3.088,G,None
634,1991,Harvey Grant,WSB,25.0,77.0,76.0,36.909,16.5,0.527,0.012,0.203,6.9,14.6,10.7,11.2,1.6,1.3,8.6,21.4,0.498,0.133,0.502,0.743,0.112,0.7,0.4,1.1,2.2,18.247,2.649,7.234,1.182,0.792,1.623,F,None
635,1991,Horace Grant,CHI,25.0,78.0,76.0,33.859,17.6,0.585,0.008,0.378,12.0,17.3,14.7,8.8,1.8,1.6,9.7,15.3,0.548,0.167,0.55,0.711,0.188,2.6,1.8,4.4,4.3,12.821,2.282,8.449,1.218,0.885,1.179,F,None
636,1991,Jeff Grayer,MIL,25.0,82.0,7.0,17.341,11.8,0.474,0.006,0.303,9.1,11.5,10.3,12.5,1.7,0.4,13.5,19.2,0.433,0.0,0.436,0.687,0.049,-2.0,-0.5,-2.5,-0.2,6.354,1.5,3.0,0.585,0.11,1.049,G,None
637,1991,A.C. Green,LAL,27.0,82.0,21.0,26.39,13.8,0.556,0.101,0.557,11.3,16.2,13.8,4.5,1.4,0.6,12.8,15.6,0.486,0.2,0.507,0.738,0.135,0.0,0.6,0.5,1.4,9.146,0.866,6.293,0.72,0.28,1.207,F,None
638,1991,Rickey Green,PHI,36.0,79.0,75.0,28.456,13.1,0.506,0.05,0.195,1.7,5.1,3.4,27.4,1.3,0.2,12.1,17.3,0.468,0.222,0.475,0.83,0.07,-0.7,-2.6,-3.3,-0.7,10.038,5.228,1.734,0.722,0.076,1.367,G,None
639,1991,Sidney Green,SAS,30.0,66.0,7.0,16.652,11.6,0.515,0.008,0.273,10.4,20.5,15.7,6.8,1.4,0.7,17.1,19.7,0.461,0.0,0.465,0.848,0.085,-3.0,0.0,-3.0,-0.3,6.712,0.788,4.742,0.485,0.197,1.348,F,None
640,1991,Dave Greenwood,SAS,33.0,63.0,11.0,16.159,7.8,0.568,0.012,0.556,7.0,16.5,12.0,6.6,1.4,1.5,25.2,11.5,0.503,0.0,0.509,0.734,0.079,-3.3,1.9,-1.4,0.2,3.794,0.825,3.508,0.46,0.397,1.127,F,None
641,1991,Jack Haley,NJN,27.0,78.0,18.0,15.103,11.8,0.513,0.0,0.528,12.0,20.0,15.8,3.8,0.8,1.0,13.0,16.6,0.469,,0.469,0.619,0.09,-3.0,-1.6,-4.7,-0.8,5.564,0.397,4.564,0.256,0.269,0.808,F,None
642,1991,Bob Hansen,SAC,30.0,36.0,24.0,22.528,8.1,0.421,0.27,0.141,4.5,9.1,6.7,16.7,1.2,0.4,11.1,16.5,0.412,0.275,0.412,0.5,-0.004,-2.8,-1.4,-4.2,-0.4,6.361,2.5,2.667,0.556,0.139,0.944,G,None
643,1991,Tim Hardaway,GSW,24.0,82.0,82.0,39.207,20.9,0.547,0.162,0.246,3.0,8.4,5.7,36.8,3.1,0.2,13.6,24.7,0.508,0.385,0.494,0.803,0.148,4.7,-0.7,4.0,4.9,22.939,9.671,4.049,2.61,0.146,3.293,G,None
644,1991,Derek Harper,DAL,29.0,77.0,77.0,37.39,19.4,0.543,0.201,0.319,2.3,6.9,4.6,30.7,2.6,0.3,11.2,24.2,0.503,0.362,0.493,0.731,0.127,4.1,-1.3,2.8,3.5,19.727,7.117,3.026,1.909,0.182,2.299,G,None
645,1991,Ron Harper,LAC,27.0,39.0,34.0,35.462,14.5,0.463,0.203,0.298,4.4,10.3,7.3,23.2,2.3,1.5,13.5,28.0,0.424,0.324,0.408,0.668,0.03,0.3,0.4,0.7,1.0,19.564,5.359,4.821,1.692,0.897,3.308,G,None
646,1991,Hersey Hawkins,PHI,24.0,80.0,80.0,38.875,19.4,0.592,0.216,0.44,1.8,9.3,5.6,15.3,2.9,0.7,12.5,24.0,0.515,0.4,0.491,0.871,0.151,3.4,0.0,3.5,4.3,22.088,3.738,3.875,2.225,0.488,2.662,G,None
647,1991,Gerald Henderson,DET,35.0,23.0,10.0,17.043,10.1,0.487,0.179,0.179,2.3,8.5,5.4,23.3,1.6,0.3,18.2,17.3,0.457,0.333,0.448,0.762,0.061,-2.1,-0.3,-2.4,0.0,5.348,2.696,1.609,0.522,0.087,1.217,G,None
648,1991,Rod Higgins,GSW,31.0,82.0,9.0,24.683,13.4,0.589,0.394,0.404,5.9,13.3,9.6,7.2,1.2,1.1,9.0,14.3,0.529,0.332,0.549,0.819,0.127,1.7,-0.7,0.9,1.5,9.463,1.378,4.317,0.634,0.451,0.793,F,None
649,1991,Tyrone Hill,GSW,22.0,74.0,22.0,16.108,10.5,0.533,0.0,0.508,14.5,20.9,17.7,2.1,1.3,1.5,16.4,14.7,0.492,,0.492,0.632,0.084,-2.4,-1.5,-3.9,-0.6,5.27,0.257,5.176,0.446,0.405,0.973,F,None
650,1991,Jeff Hornacek,PHO,27.0,80.0,77.0,34.162,17.8,0.587,0.139,0.213,3.1,9.4,6.4,21.2,1.9,0.3,10.2,19.1,0.547,0.418,0.534,0.897,0.171,3.6,0.1,3.7,4.0,16.875,5.112,4.012,1.388,0.2,1.625,G,None
651,1991,Jay Humphries,MIL,28.0,80.0,80.0,34.075,17.4,0.57,0.168,0.249,2.4,7.3,4.8,29.7,2.4,0.2,12.4,19.1,0.533,0.373,0.528,0.799,0.152,3.0,-1.1,2.0,2.7,15.188,6.725,2.75,1.612,0.088,1.888,G,None
652,1991,Mark Jackson,NYK,25.0,72.0,21.0,22.153,18.2,0.545,0.1,0.315,4.6,9.5,7.1,42.2,1.9,0.3,18.9,19.5,0.505,0.255,0.519,0.731,0.126,1.7,-1.4,0.4,1.0,8.75,6.278,2.736,0.833,0.125,1.875,G,None
653,1991,Avery Johnson,SAS,25.0,47.0,10.0,15.787,13.2,0.517,0.024,0.263,2.0,6.1,4.2,28.5,2.2,0.2,16.8,15.7,0.486,0.2,0.49,0.691,0.101,-1.6,-1.3,-2.8,-0.2,5.128,3.255,1.191,0.702,0.043,1.0,G,None
654,1991,Buck Johnson,HOU,27.0,73.0,70.0,31.219,12.9,0.512,0.017,0.247,5.1,10.3,7.7,9.2,1.7,1.2,11.2,19.7,0.478,0.133,0.483,0.727,0.097,-1.5,1.0,-0.5,0.9,13.575,1.945,4.521,1.11,0.644,1.671,F,None
655,1991,Eddie Johnson,TOT,31.0,81.0,27.0,25.741,17.8,0.548,0.107,0.229,6.0,9.3,7.7,8.5,1.4,0.3,9.0,27.2,0.501,0.325,0.503,0.891,0.127,1.8,-3.1,-1.3,0.4,16.716,1.37,3.346,0.716,0.111,1.506,G,None
656,1991,Eddie Johnson,PHO,31.0,15.0,0.0,20.8,14.5,0.511,0.113,0.156,5.9,10.0,8.1,8.7,1.4,0.4,10.8,29.1,0.489,0.286,0.497,0.724,0.051,-0.9,-2.9,-3.9,-0.1,13.533,1.133,3.067,0.6,0.133,1.6,G,None
657,1991,Eddie Johnson,SEA,31.0,66.0,27.0,26.864,18.4,0.555,0.106,0.244,6.1,9.2,7.6,8.5,1.4,0.3,8.6,26.9,0.504,0.333,0.504,0.912,0.14,2.3,-3.1,-0.8,0.5,17.439,1.424,3.409,0.742,0.106,1.485,G,None
658,1991,Kevin Johnson,PHO,24.0,77.0,76.0,36.0,23.7,0.604,0.038,0.538,2.2,8.1,5.3,40.7,2.8,0.2,16.0,24.8,0.52,0.205,0.529,0.843,0.22,5.6,-0.4,5.2,5.1,22.208,10.143,3.519,2.117,0.143,3.494,G,Second
659,1991,Magic Johnson*,LAL,31.0,79.0,79.0,37.127,25.1,0.623,0.256,0.587,4.3,16.9,10.9,49.3,1.8,0.3,20.4,22.9,0.518,0.32,0.532,0.906,0.251,7.1,1.2,8.3,7.6,19.38,12.519,6.975,1.291,0.215,3.975,G,None
660,1991,Vinnie Johnson,DET,34.0,82.0,28.0,29.146,12.8,0.466,0.036,0.223,5.2,8.2,6.7,17.8,1.6,0.4,10.3,21.0,0.44,0.324,0.438,0.646,0.077,-0.6,0.6,-0.1,1.2,11.683,3.305,3.415,0.915,0.183,1.439,G,None
661,1991,Charles Jones,WSB,33.0,62.0,54.0,24.177,9.4,0.558,0.0,0.403,8.6,17.6,13.1,4.0,1.7,4.9,24.0,5.3,0.54,,0.54,0.58,0.092,-3.3,4.5,1.2,1.2,2.629,0.774,5.79,0.823,2.0,0.742,C,None
662,1991,Michael Jordan*,CHI,27.0,82.0,82.0,37.0,31.6,0.605,0.051,0.365,4.6,14.3,9.5,25.2,3.7,1.7,8.7,32.9,0.547,0.312,0.551,0.851,0.321,8.9,1.8,10.8,9.8,31.463,5.524,6.0,2.72,1.012,2.463,G,None
663,1991,Shawn Kemp,SEA,21.0,81.0,66.0,30.148,17.6,0.551,0.013,0.48,12.9,20.5,16.6,8.5,1.6,3.3,15.5,22.4,0.509,0.167,0.513,0.661,0.121,0.8,1.1,1.9,2.4,14.988,1.778,8.383,0.951,1.519,2.494,F,None
664,1991,Steve Kerr,CLE,25.0,57.0,4.0,15.877,10.9,0.55,0.278,0.238,0.6,4.1,2.4,20.3,1.6,0.3,14.0,13.8,0.507,0.452,0.441,0.849,0.071,-1.7,-2.9,-4.5,-0.6,4.754,2.298,0.649,0.509,0.07,0.702,G,None
665,1991,Jerome Kersey,POR,28.0,73.0,72.0,32.315,15.6,0.526,0.015,0.369,8.0,14.5,11.3,13.4,2.0,2.0,12.6,20.3,0.48,0.308,0.481,0.709,0.136,0.4,2.5,2.9,2.9,14.849,3.11,6.589,1.384,1.041,2.041,F,None
666,1991,Alec Kessler,MIA,24.0,78.0,18.0,16.141,8.4,0.462,0.009,0.28,10.0,20.0,14.9,3.7,0.7,1.3,17.0,20.5,0.425,0.0,0.429,0.672,-0.005,-5.9,-1.9,-7.8,-1.8,6.231,0.397,4.308,0.218,0.333,1.385,C,None
667,1991,Bo Kimble,LAC,24.0,62.0,22.0,16.194,7.7,0.456,0.156,0.285,4.4,8.4,6.4,10.8,1.4,0.5,14.1,22.1,0.403,0.292,0.397,0.773,0.0,-3.7,-1.6,-5.3,-0.8,6.919,1.226,1.919,0.484,0.129,1.242,G,None
668,1991,Bernard King*,WSB,34.0,64.0,64.0,37.516,19.1,0.527,0.024,0.321,5.2,9.4,7.3,21.8,1.1,0.4,12.9,34.4,0.475,0.216,0.478,0.79,0.07,2.4,-2.2,0.1,1.3,28.391,4.562,4.984,0.875,0.25,3.984,F,None
669,1991,Stacey King,CHI,24.0,76.0,6.0,15.763,10.2,0.523,0.006,0.455,7.2,13.2,10.2,6.9,1.0,2.2,18.5,17.6,0.467,0.0,0.47,0.704,0.059,-3.2,-0.1,-3.3,-0.4,5.513,0.855,2.737,0.316,0.553,1.197,F,None
670,1991,Greg Kite,ORL,29.0,82.0,82.0,27.134,7.4,0.504,0.0,0.364,9.0,20.1,14.4,3.5,0.5,2.2,20.6,9.0,0.491,,0.491,0.512,0.043,-3.4,1.7,-1.7,0.2,4.817,0.72,7.171,0.305,0.988,1.244,C,None
671,1991,Jon Koncak,ATL,27.0,77.0,61.0,25.078,8.4,0.454,0.025,0.168,5.5,16.0,10.6,8.3,1.9,2.4,12.7,8.4,0.438,0.125,0.444,0.593,0.062,-2.3,3.0,0.7,1.3,4.065,1.61,4.87,0.961,0.987,0.649,C,None
672,1991,Bill Laimbeer,DET,33.0,82.0,81.0,32.537,14.2,0.536,0.161,0.189,7.4,24.2,15.8,8.8,0.7,1.3,10.4,15.5,0.502,0.296,0.513,0.837,0.144,-0.1,2.2,2.1,2.7,11.024,1.915,8.988,0.463,0.683,1.195,C,None
673,1991,Jerome Lane,DEN,24.0,62.0,25.0,22.306,12.8,0.443,0.009,0.306,17.4,22.5,19.7,10.6,1.6,0.5,16.7,16.0,0.439,0.25,0.44,0.411,0.021,-1.4,0.1,-1.4,0.2,7.468,1.984,9.323,0.823,0.226,1.694,F,None
674,1991,Andrew Lang,PHO,24.0,63.0,18.0,18.286,13.6,0.632,0.005,0.688,11.3,17.2,14.4,2.9,0.7,6.3,15.5,10.3,0.577,0.0,0.58,0.715,0.155,-0.7,3.1,2.4,1.3,4.937,0.429,4.81,0.27,2.016,0.714,C,None
675,1991,Eric Leckner,TOT,24.0,72.0,2.0,15.583,7.5,0.473,0.0,0.378,8.1,22.4,15.1,5.0,0.6,1.2,16.8,15.8,0.446,,0.446,0.559,0.007,-5.4,-0.8,-6.2,-1.2,4.5,0.542,4.097,0.194,0.306,0.958,C,None
676,1991,Eric Leckner,CHH,24.0,40.0,2.0,18.6,8.4,0.489,0.0,0.424,8.3,24.3,16.1,4.0,0.7,0.9,15.8,16.0,0.465,,0.465,0.548,0.02,-4.8,-1.0,-5.8,-0.7,5.75,0.525,5.2,0.25,0.275,1.1,C,None
