Year,Player,Age,Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,is_mvp
1995.0,Jalen Rose,22.0,DEN,81.0,1798.0,663.0,217.0,389.0,65.0,22.0,0.454,0.316,0.739,3.8,0.103,False
1995.0,Donald Royal,28.0,ORL,70.0,1841.0,635.0,279.0,198.0,45.0,16.0,0.475,0.0,0.746,3.6,0.094,False
1995.0,Clifford Rozier,22.0,GSW,66.0,1494.0,448.0,486.0,45.0,35.0,39.0,0.485,0.286,0.447,1.3,0.043,False
1995.0,Detlef Schrempf,32.0,SEA,82.0,2886.0,1572.0,508.0,310.0,93.0,35.0,0.523,0.514,0.839,12.9,0.215,False
1995.0,Dennis Scott,26.0,ORL,62.0,1499.0,802.0,146.0,131.0,45.0,14.0,0.439,0.426,0.754,4.6,0.147,False
1995.0,Malik Sealy,24.0,LAC,60.0,1604.0,778.0,214.0,107.0,72.0,25.0,0.435,0.301,0.78,2.1,0.062,False
1995.0,Brian Shaw,28.0,ORL,78.0,1836.0,502.0,241.0,406.0,73.0,18.0,0.389,0.261,0.737,1.3,0.035,False
1995.0,Scott Skiles,30.0,WSB,62.0,2077.0,805.0,159.0,452.0,70.0,6.0,0.455,0.421,0.886,4.5,0.103,False
1995.0,Charles Smith,29.0,NYK,76.0,2150.0,966.0,324.0,120.0,49.0,95.0,0.471,0.226,0.792,4.8,0.107,False
1995.0,Kenny Smith,29.0,HOU,81.0,2030.0,842.0,155.0,323.0,71.0,10.0,0.484,0.429,0.851,6.1,0.144,False
1995.0,Michael Smith,22.0,SAC,82.0,1736.0,567.0,486.0,67.0,61.0,49.0,0.542,0.0,0.485,3.7,0.101,False
1995.0,Steve Smith,25.0,TOT,80.0,2665.0,1305.0,276.0,274.0,62.0,33.0,0.426,0.329,0.841,7.8,0.14,False
1995.0,Steve Smith,25.0,MIA,2.0,62.0,41.0,6.0,7.0,2.0,1.0,0.379,0.167,0.773,0.2,0.153,False
1995.0,Steve Smith,25.0,ATL,78.0,2603.0,1264.0,270.0,267.0,60.0,32.0,0.427,0.334,0.845,7.6,0.139,False
1995.0,Rik Smits,28.0,IND,78.0,2381.0,1400.0,601.0,111.0,40.0,79.0,0.526,0.0,0.753,7.2,0.146,False
1995.0,Latrell Sprewell,24.0,GSW,69.0,2771.0,1420.0,256.0,279.0,112.0,46.0,0.418,0.276,0.781,2.0,0.034,False
1995.0,John Starks,29.0,NYK,80.0,2725.0,1223.0,219.0,411.0,92.0,4.0,0.395,0.355,0.737,6.2,0.109,False
1995.0,Bryant Stith,24.0,DEN,81.0,2329.0,911.0,268.0,153.0,91.0,18.0,0.472,0.294,0.824,5.6,0.115,False
1995.0,John Stockton,32.0,UTA,82.0,2867.0,1206.0,251.0,1011.0,194.0,22.0,0.542,0.449,0.804,13.9,0.233,False
1995.0,Rod Strickland,28.0,POR,64.0,2267.0,1211.0,317.0,562.0,123.0,9.0,0.466,0.374,0.745,8.5,0.179,False
1995.0,Roy Tarpley,30.0,DAL,55.0,1354.0,691.0,449.0,58.0,45.0,55.0,0.479,0.278,0.836,2.8,0.098,False
1995.0,Otis Thorpe,32.0,TOT,70.0,2096.0,937.0,558.0,112.0,41.0,28.0,0.565,0.0,0.594,5.6,0.129,False
1995.0,Otis Thorpe,32.0,HOU,36.0,1188.0,479.0,322.0,58.0,22.0,13.0,0.563,0.0,0.528,2.3,0.094,False
1995.0,Otis Thorpe,32.0,POR,34.0,908.0,458.0,236.0,54.0,19.0,15.0,0.568,0.0,0.649,3.3,0.174,False
1995.0,Sedale Threatt,33.0,LAL,59.0,1384.0,558.0,124.0,248.0,54.0,12.0,0.497,0.379,0.793,3.8,0.131,False
1995.0,Nick Van,23.0,LAL,80.0,2944.0,1348.0,223.0,660.0,97.0,6.0,0.42,0.358,0.783,6.4,0.104,False
1995.0,Loy Vaught,26.0,LAC,80.0,2966.0,1401.0,772.0,139.0,104.0,29.0,0.514,0.212,0.71,5.5,0.089,False
1995.0,Clarence Weatherspoon,24.0,PHI,76.0,2991.0,1373.0,526.0,215.0,115.0,67.0,0.439,0.19,0.751,3.6,0.057,False
1995.0,Spud Webb,31.0,SAC,76.0,2458.0,878.0,174.0,468.0,75.0,8.0,0.438,0.331,0.934,5.1,0.099,False
1995.0,Chris Webber,21.0,WSB,54.0,2067.0,1085.0,518.0,256.0,83.0,85.0,0.495,0.276,0.502,4.0,0.093,False
1995.0,David Wesley,24.0,BOS,51.0,1380.0,378.0,117.0,266.0,82.0,9.0,0.409,0.429,0.755,2.6,0.091,False
1995.0,Doug West,27.0,MIN,71.0,2328.0,919.0,227.0,185.0,65.0,24.0,0.461,0.18,0.837,1.8,0.038,False
1995.0,Dominique Wilkins,35.0,BOS,77.0,2423.0,1370.0,401.0,166.0,61.0,14.0,0.424,0.388,0.782,3.9,0.076,False
1995.0,Buck Williams,34.0,POR,82.0,2422.0,757.0,669.0,78.0,67.0,69.0,0.512,0.5,0.673,6.1,0.121,False
1995.0,Hot Rod,32.0,CLE,74.0,2641.0,929.0,507.0,192.0,83.0,101.0,0.452,0.2,0.685,5.3,0.096,False
1995.0,Reggie Williams,30.0,DEN,74.0,2198.0,993.0,329.0,231.0,114.0,67.0,0.459,0.32,0.759,5.8,0.126,False
1995.0,Scott Williams,26.0,PHI,77.0,1781.0,491.0,485.0,59.0,71.0,40.0,0.475,0.0,0.738,3.1,0.084,False
1995.0,Walt Williams,24.0,SAC,77.0,2739.0,1259.0,345.0,316.0,123.0,63.0,0.446,0.348,0.731,5.1,0.089,False
1995.0,Kevin Willis,32.0,TOT,67.0,2390.0,1154.0,732.0,86.0,60.0,36.0,0.466,0.2,0.69,3.6,0.073,False
1995.0,Kevin Willis,32.0,ATL,2.0,89.0,42.0,36.0,3.0,1.0,3.0,0.39,0.0,0.667,0.1,0.038,False
1995.0,Kevin Willis,32.0,MIA,65.0,2301.0,1112.0,696.0,83.0,59.0,33.0,0.469,0.214,0.691,3.6,0.075,False
1995.0,Sharone Wright,22.0,PHI,79.0,2044.0,904.0,472.0,48.0,37.0,104.0,0.465,0.0,0.645,1.7,0.04,False
1996.0,Mahmoud Abdul-Rauf,26.0,DEN,57.0,2029.0,1095.0,138.0,389.0,64.0,3.0,0.434,0.392,0.93,5.5,0.131,False
1996.0,Derrick Alston,23.0,PHI,73.0,1614.0,452.0,302.0,61.0,56.0,52.0,0.512,0.333,0.491,1.7,0.052,False
1996.0,Ashraf Amaya,24.0,VAN,54.0,1104.0,339.0,303.0,33.0,22.0,10.0,0.48,0.0,0.651,1.8,0.078,False
1996.0,Kenny Anderson,25.0,TOT,69.0,2344.0,1050.0,203.0,575.0,111.0,14.0,0.418,0.359,0.769,7.7,0.158,False
1996.0,Kenny Anderson,25.0,NJN,31.0,1042.0,473.0,101.0,247.0,52.0,8.0,0.376,0.364,0.803,3.7,0.172,False
1996.0,Kenny Anderson,25.0,CHH,38.0,1302.0,577.0,102.0,328.0,59.0,6.0,0.454,0.357,0.727,4.0,0.148,False
1996.0,Nick Anderson,28.0,ORL,77.0,2717.0,1134.0,415.0,279.0,121.0,46.0,0.442,0.391,0.692,7.4,0.131,False
1996.0,Willie Anderson,29.0,TOT,76.0,2060.0,742.0,246.0,197.0,75.0,59.0,0.436,0.283,0.81,1.4,0.033,False
1996.0,Willie Anderson,29.0,TOR,49.0,1564.0,606.0,186.0,149.0,58.0,51.0,0.44,0.305,0.856,0.9,0.027,False
1996.0,Greg Anthony,28.0,VAN,69.0,2096.0,967.0,174.0,476.0,116.0,11.0,0.415,0.332,0.771,4.8,0.111,False
1996.0,B.J. Armstrong,28.0,GSW,82.0,2262.0,1012.0,184.0,401.0,68.0,6.0,0.468,0.473,0.839,7.0,0.149,False
1996.0,Vincent Askew,29.0,SEA,69.0,1725.0,582.0,218.0,163.0,47.0,15.0,0.493,0.337,0.764,4.3,0.12,False
1996.0,Keith Askins,28.0,MIA,75.0,1897.0,458.0,324.0,121.0,48.0,61.0,0.402,0.418,0.789,4.4,0.111,False
1996.0,Stacey Augmon,27.0,ATL,77.0,2294.0,976.0,304.0,137.0,106.0,31.0,0.491,0.25,0.792,5.6,0.117,False
1996.0,Vin Baker,24.0,MIL,82.0,3319.0,1729.0,808.0,212.0,68.0,91.0,0.489,0.208,0.67,6.2,0.089,False
1996.0,Charles Barkley,32.0,PHO,71.0,2632.0,1649.0,821.0,262.0,114.0,56.0,0.5,0.28,0.777,10.5,0.191,False
1996.0,Dana Barros,28.0,BOS,80.0,2328.0,1038.0,192.0,306.0,58.0,3.0,0.47,0.408,0.884,5.6,0.116,False
1996.0,Brent Barry,24.0,LAC,79.0,1898.0,800.0,168.0,230.0,95.0,22.0,0.474,0.416,0.81,4.9,0.124,False
1996.0,Benoit Benjamin,31.0,TOT,83.0,1896.0,728.0,539.0,64.0,45.0,85.0,0.498,0.0,0.722,2.3,0.057,False
1996.0,Benoit Benjamin,31.0,MIL,70.0,1492.0,547.0,436.0,48.0,35.0,70.0,0.52,0.0,0.732,2.2,0.07,False
1996.0,David Benoit,27.0,UTA,81.0,1961.0,661.0,383.0,82.0,43.0,49.0,0.439,0.333,0.777,3.9,0.096,False
1996.0,Mookie Blaylock,28.0,ATL,81.0,2893.0,1268.0,332.0,478.0,212.0,17.0,0.405,0.371,0.747,9.0,0.149,False
1996.0,Shawn Bradley,23.0,TOT,79.0,2329.0,944.0,638.0,63.0,49.0,288.0,0.443,0.25,0.687,3.0,0.062,False
1996.0,Shawn Bradley,23.0,NJN,67.0,1995.0,839.0,532.0,55.0,41.0,250.0,0.443,0.25,0.679,3.0,0.071,False
1996.0,Terrell Brandon,25.0,CLE,75.0,2570.0,1449.0,248.0,487.0,132.0,33.0,0.465,0.387,0.887,12.7,0.237,False
1996.0,Chucky Brown,27.0,HOU,82.0,2019.0,705.0,441.0,89.0,47.0,38.0,0.541,0.125,0.693,4.2,0.101,False
1996.0,Dee Brown,27.0,BOS,65.0,1591.0,695.0,136.0,146.0,80.0,12.0,0.399,0.309,0.854,2.4,0.073,False
1996.0,P.J. Brown,26.0,NJN,81.0,2942.0,915.0,560.0,165.0,79.0,100.0,0.444,0.2,0.77,5.3,0.087,False
1996.0,Mark Bryant,30.0,HOU,71.0,1587.0,611.0,351.0,52.0,31.0,19.0,0.543,0.0,0.718,3.6,0.107,False
1996.0,Scott Burrell,25.0,CHH,20.0,693.0,263.0,98.0,47.0,27.0,13.0,0.447,0.378,0.75,1.1,0.075,False
1996.0,Michael Cage,34.0,CLE,82.0,2631.0,490.0,729.0,53.0,87.0,79.0,0.556,0.0,0.543,8.1,0.148,False
1996.0,Elden Campbell,27.0,LAL,82.0,2699.0,1143.0,623.0,181.0,88.0,212.0,0.503,0.0,0.713,8.2,0.147,False
1996.0,Sam Cassell,26.0,HOU,61.0,1682.0,886.0,188.0,278.0,53.0,4.0,0.439,0.348,0.825,3.9,0.11,False
1996.0,Cedric Ceballos,26.0,LAL,78.0,2628.0,1656.0,536.0,119.0,94.0,22.0,0.53,0.277,0.804,9.8,0.18,False
1996.0,Rex Chapman,28.0,MIA,56.0,1865.0,786.0,145.0,166.0,45.0,10.0,0.426,0.371,0.735,4.2,0.108,False
1996.0,Calbert Cheaney,24.0,WSB,70.0,2324.0,1055.0,239.0,154.0,67.0,18.0,0.471,0.338,0.706,3.2,0.065,False
1996.0,Chris Childs,28.0,NJN,78.0,2408.0,1002.0,245.0,548.0,111.0,8.0,0.416,0.367,0.852,5.8,0.115,False
1996.0,Doug Christie,25.0,TOR,32.0,818.0,322.0,120.0,92.0,58.0,16.0,0.436,0.414,0.789,0.9,0.054,False
1996.0,Derrick Coleman,28.0,PHI,11.0,294.0,123.0,72.0,31.0,4.0,10.0,0.407,0.333,0.625,-0.2,-0.029,False
1996.0,Bimbo Coles,27.0,TOT,81.0,2615.0,892.0,260.0,422.0,94.0,17.0,0.409,0.346,0.796,5.0,0.091,False
1996.0,Bimbo Coles,27.0,MIA,52.0,1882.0,664.0,201.0,296.0,63.0,12.0,0.413,0.366,0.803,4.3,0.109,False
1996.0,Bimbo Coles,27.0,GSW,29.0,733.0,228.0,59.0,126.0,31.0,5.0,0.399,0.305,0.763,0.7,0.047,False
1996.0,Terry Cummings,34.0,MIL,81.0,1777.0,645.0,445.0,89.0,56.0,30.0,0.462,0.143,0.65,3.0,0.08,False
1996.0,Dell Curry,31.0,CHH,82.0,2371.0,1192.0,264.0,176.0,108.0,25.0,0.453,0.404,0.854,5.1,0.104,False
1996.0,Sasha Danilovic,25.0,MIA,19.0,542.0,255.0,46.0,47.0,15.0,3.0,0.451,0.436,0.764,1.5,0.129,False
1996.0,Antonio Davis,27.0,IND,82.0,2092.0,719.0,501.0,43.0,33.0,66.0,0.49,0.5,0.713,6.0,0.137,False
1996.0,Hubert Davis,25.0,NYK,74.0,1773.0,789.0,123.0,103.0,31.0,8.0,0.486,0.476,0.868,5.6,0.151,False
1996.0,Todd Day,26.0,TOT,79.0,1807.0,922.0,224.0,107.0,81.0,51.0,0.366,0.331,0.78,1.9,0.049,False
1996.0,Todd Day,26.0,MIL,8.0,171.0,73.0,22.0,5.0,4.0,3.0,0.31,0.2,0.923,-0.1,-0.028,False
1996.0,Todd Day,26.0,BOS,71.0,1636.0,849.0,202.0,102.0,77.0,48.0,0.371,0.343,0.766,2.0,0.057,False
1996.0,Terry Dehere,24.0,LAC,82.0,2018.0,1016.0,143.0,350.0,54.0,16.0,0.459,0.44,0.755,5.0,0.119,False
1996.0,Vinny Del,29.0,SAS,82.0,2766.0,1191.0,272.0,315.0,85.0,6.0,0.497,0.38,0.832,8.3,0.144,False
1996.0,Bison Dele,26.0,LAC,65.0,2157.0,1029.0,492.0,122.0,70.0,55.0,0.543,0.167,0.734,4.0,0.09,False
1996.0,Vlade Divac,27.0,LAL,79.0,2470.0,1020.0,679.0,261.0,76.0,131.0,0.513,0.167,0.641,6.1,0.119,False
1996.0,Sherman Douglas,29.0,TOT,79.0,2335.0,890.0,180.0,436.0,63.0,5.0,0.504,0.364,0.731,3.3,0.068,False
1996.0,Sherman Douglas,29.0,BOS,10.0,234.0,98.0,23.0,39.0,2.0,0.0,0.429,0.143,0.625,-0.3,-0.053,False
1996.0,Sherman Douglas,29.0,MIL,69.0,2101.0,792.0,157.0,397.0,61.0,5.0,0.514,0.379,0.754,3.5,0.081,False
1996.0,Clyde Drexler,33.0,HOU,52.0,1997.0,1005.0,373.0,302.0,105.0,24.0,0.433,0.332,0.784,6.7,0.161,False
1996.0,Chris Dudley,30.0,POR,80.0,1924.0,404.0,720.0,37.0,41.0,100.0,0.453,0.0,0.51,4.7,0.117,False
1996.0,Joe Dumars,32.0,DET,67.0,2193.0,793.0,138.0,265.0,43.0,3.0,0.426,0.406,0.822,6.0,0.131,False
1996.0,Ledell Eackles,29.0,WSB,55.0,1238.0,474.0,148.0,86.0,28.0,3.0,0.427,0.422,0.831,2.4,0.094,False
1996.0,Tyus Edney,22.0,SAC,80.0,2481.0,860.0,201.0,491.0,89.0,3.0,0.412,0.368,0.782,3.3,0.064,False
1996.0,Blue Edwards,30.0,VAN,82.0,2773.0,1043.0,346.0,212.0,118.0,46.0,0.419,0.343,0.755,1.9,0.032,False
1996.0,Kevin Edwards,30.0,NJN,34.0,1007.0,394.0,75.0,71.0,54.0,7.0,0.364,0.404,0.81,0.5,0.022,False
1996.0,Craig Ehlo,34.0,ATL,79.0,1758.0,669.0,256.0,138.0,85.0,9.0,0.428,0.371,0.786,3.3,0.09,False
1996.0,Mario Elie,32.0,HOU,45.0,1385.0,499.0,155.0,138.0,45.0,11.0,0.504,0.323,0.852,3.8,0.133,False
1996.0,Sean Elliott,27.0,SAS,77.0,2901.0,1537.0,396.0,211.0,69.0,33.0,0.466,0.411,0.771,7.7,0.128,False
1996.0,Dale Ellis,35.0,DEN,81.0,2626.0,1204.0,315.0,139.0,57.0,7.0,0.479,0.412,0.76,6.2,0.114,False
1996.0,LaPhonso Ellis,25.0,DEN,45.0,1269.0,471.0,322.0,74.0,36.0,33.0,0.438,0.182,0.601,1.0,0.039,False
1996.0,Patrick Ewing,33.0,NYK,76.0,2783.0,1711.0,806.0,160.0,68.0,184.0,0.466,0.143,0.761,6.8,0.116,False
1996.0,Danny Ferry,29.0,CLE,82.0,2680.0,1090.0,309.0,191.0,57.0,37.0,0.459,0.394,0.769,5.5,0.098,False
1996.0,Michael Finley,22.0,PHO,82.0,3212.0,1233.0,374.0,289.0,85.0,31.0,0.476,0.328,0.749,6.3,0.095,False
1996.0,Vern Fleming,33.0,NJN,77.0,1747.0,590.0,170.0,255.0,41.0,5.0,0.433,0.107,0.751,1.6,0.044,False
1996.0,Rick Fox,26.0,BOS,81.0,2588.0,1137.0,450.0,369.0,113.0,41.0,0.454,0.364,0.772,5.1,0.095,False
1996.0,Kevin Gamble,30.0,TOT,65.0,1325.0,386.0,113.0,100.0,35.0,8.0,0.401,0.386,0.792,1.8,0.064,False
1996.0,Kevin Gamble,30.0,MIA,44.0,1033.0,305.0,86.0,82.0,31.0,5.0,0.394,0.418,0.868,1.7,0.079,False
1996.0,Kevin Garnett,19.0,MIN,80.0,2293.0,835.0,501.0,145.0,86.0,131.0,0.491,0.286,0.705,4.4,0.092,False
1996.0,Chris Gatling,28.0,TOT,71.0,1427.0,791.0,417.0,43.0,36.0,40.0,0.575,0.0,0.671,4.6,0.156,False
1996.0,Matt Geiger,26.0,CHH,77.0,2349.0,866.0,649.0,60.0,46.0,63.0,0.536,0.375,0.727,4.3,0.088,False
1996.0,Kendall Gill,27.0,TOT,47.0,1683.0,656.0,232.0,260.0,64.0,24.0,0.469,0.329,0.784,3.2,0.091,False
1996.0,Kendall Gill,27.0,CHH,36.0,1265.0,464.0,189.0,225.0,42.0,22.0,0.481,0.315,0.761,2.0,0.077,False
1996.0,Kendall Gill,27.0,NJN,11.0,418.0,192.0,43.0,35.0,22.0,2.0,0.441,0.36,0.831,1.2,0.133,False
1996.0,Armen Gilliam,31.0,NJN,78.0,2856.0,1429.0,713.0,140.0,73.0,53.0,0.474,0.0,0.791,6.7,0.113,False
1996.0,Brian Grant,23.0,SAC,78.0,2398.0,1120.0,545.0,127.0,40.0,103.0,0.507,0.235,0.732,4.7,0.094,False
1996.0,Greg Grant,29.0,PHI,11.0,280.0,45.0,21.0,60.0,12.0,2.0,0.375,0.222,0.833,0.1,0.026,False
1996.0,Harvey Grant,30.0,POR,76.0,2394.0,709.0,361.0,111.0,60.0,43.0,0.462,0.313,0.545,4.0,0.081,False
1996.0,Horace Grant,30.0,ORL,63.0,2286.0,847.0,580.0,170.0,62.0,74.0,0.513,0.167,0.734,8.0,0.169,False
1996.0,A.C. Green,32.0,PHO,82.0,2113.0,612.0,554.0,72.0,45.0,23.0,0.484,0.269,0.709,4.4,0.1,False
1996.0,Tom Gugliotta,26.0,MIN,78.0,2835.0,1261.0,690.0,238.0,139.0,96.0,0.471,0.302,0.773,5.3,0.089,False
1996.0,Anfernee Hardaway,24.0,ORL,82.0,3015.0,1780.0,354.0,582.0,166.0,41.0,0.513,0.314,0.767,14.4,0.229,False
1996.0,Tim Hardaway,29.0,TOT,80.0,2534.0,1217.0,229.0,640.0,132.0,17.0,0.422,0.364,0.79,7.3,0.139,False
1996.0,Tim Hardaway,29.0,GSW,52.0,1487.0,735.0,131.0,360.0,74.0,11.0,0.421,0.366,0.769,3.9,0.127,False
1996.0,Tim Hardaway,29.0,MIA,28.0,1047.0,482.0,98.0,280.0,58.0,6.0,0.425,0.361,0.821,3.4,0.154,False
1996.0,Derek Harper,34.0,NYK,82.0,2893.0,1149.0,202.0,352.0,131.0,5.0,0.464,0.372,0.757,6.3,0.105,False
1996.0,Ron Harper,32.0,CHI,80.0,1886.0,594.0,213.0,208.0,105.0,32.0,0.467,0.269,0.705,6.3,0.161,False
1996.0,Antonio Harvey,25.0,VAN,18.0,410.0,98.0,94.0,9.0,14.0,21.0,0.411,0.0,0.465,0.1,0.016,False
1996.0,Hersey Hawkins,29.0,SEA,82.0,2823.0,1281.0,297.0,218.0,149.0,14.0,0.473,0.384,0.874,9.5,0.161,False
1996.0,Sean Higgins,27.0,PHI,44.0,916.0,351.0,92.0,55.0,24.0,11.0,0.415,0.372,0.946,0.3,0.014,False
1996.0,Grant Hill,23.0,DET,80.0,3260.0,1618.0,783.0,548.0,100.0,48.0,0.462,0.192,0.751,11.7,0.172,False
1996.0,Jeff Hornacek,32.0,UTA,82.0,2588.0,1247.0,209.0,340.0,106.0,20.0,0.502,0.466,0.893,10.2,0.19,False
1996.0,Robert Horry,25.0,HOU,71.0,2634.0,853.0,412.0,281.0,116.0,109.0,0.41,0.366,0.776,4.9,0.089,False
1996.0,Allan Houston,24.0,DET,82.0,3072.0,1617.0,300.0,250.0,61.0,16.0,0.453,0.427,0.823,7.1,0.112,False
1996.0,Juwan Howard,22.0,WSB,81.0,3294.0,1789.0,660.0,360.0,67.0,39.0,0.489,0.308,0.749,5.6,0.082,False
1996.0,Lindsey Hunter,25.0,DET,80.0,2138.0,679.0,194.0,188.0,84.0,18.0,0.381,0.405,0.7,3.9,0.089,False
1996.0,Jim Jackson,25.0,DAL,82.0,2820.0,1604.0,410.0,235.0,47.0,22.0,0.435,0.363,0.825,5.4,0.092,False
1996.0,Mark Jackson,30.0,IND,81.0,2643.0,806.0,307.0,635.0,100.0,5.0,0.473,0.43,0.785,7.2,0.13,False
1996.0,Avery Johnson,30.0,SAS,82.0,3084.0,1071.0,206.0,789.0,119.0,21.0,0.494,0.194,0.721,9.1,0.141,False
1996.0,Kevin Johnson,29.0,PHO,56.0,2007.0,1047.0,221.0,517.0,82.0,13.0,0.507,0.368,0.859,8.2,0.195,False
1996.0,Larry Johnson,26.0,CHH,81.0,3274.0,1660.0,683.0,355.0,55.0,43.0,0.476,0.366,0.757,10.1,0.149,False
1996.0,Magic Johnson,36.0,LAL,32.0,958.0,468.0,183.0,220.0,26.0,13.0,0.466,0.379,0.856,3.6,0.181,False
1996.0,Eddie Jones,24.0,LAL,70.0,2184.0,893.0,233.0,246.0,129.0,45.0,0.492,0.366,0.739,6.8,0.15,False
1996.0,Popeye Jones,25.0,DAL,68.0,2322.0,770.0,737.0,132.0,54.0,27.0,0.446,0.359,0.767,3.7,0.076,False
1996.0,Michael Jordan,32.0,CHI,82.0,3090.0,2491.0,543.0,352.0,180.0,42.0,0.495,0.427,0.834,20.4,0.317,True
1996.0,Adam Keefe,25.0,UTA,82.0,1708.0,499.0,455.0,64.0,51.0,41.0,0.52,0.0,0.692,4.6,0.13,False
1996.0,Shawn Kemp,26.0,SEA,79.0,2631.0,1550.0,904.0,173.0,93.0,127.0,0.561,0.417,0.742,11.2,0.205,False
1996.0,Steve Kerr,30.0,CHI,82.0,1919.0,688.0,110.0,192.0,63.0,2.0,0.506,0.515,0.929,8.3,0.208,False
1996.0,Jerome Kersey,33.0,GSW,76.0,1620.0,510.0,363.0,114.0,91.0,45.0,0.41,0.176,0.66,2.4,0.071,False
1996.0,Jason Kidd,22.0,DAL,81.0,3034.0,1348.0,553.0,783.0,175.0,26.0,0.381,0.336,0.692,4.3,0.068,False
1996.0,Chris King,26.0,VAN,80.0,1930.0,634.0,285.0,104.0,68.0,33.0,0.427,0.389,0.662,1.1,0.028,False
1996.0,Toni Kukoc,27.0,CHI,81.0,2103.0,1065.0,323.0,287.0,64.0,28.0,0.49,0.403,0.772,10.1,0.231,False
1996.0,Christian Laettner,26.0,TOT,74.0,2495.0,1217.0,538.0,197.0,71.0,71.0,0.487,0.231,0.818,6.2,0.12,False
1996.0,Christian Laettner,26.0,MIN,44.0,1518.0,792.0,302.0,129.0,40.0,43.0,0.486,0.29,0.816,3.7,0.116,False
1996.0,Christian Laettner,26.0,ATL,30.0,977.0,425.0,236.0,68.0,31.0,28.0,0.489,0.0,0.823,2.5,0.125,False
1996.0,Andrew Lang,29.0,TOT,71.0,2365.0,832.0,455.0,65.0,42.0,126.0,0.447,0.2,0.801,2.3,0.047,False
1996.0,Andrew Lang,29.0,ATL,51.0,1815.0,657.0,334.0,62.0,35.0,85.0,0.454,0.0,0.805,2.2,0.058,False
1996.0,Andrew Lang,29.0,MIN,20.0,550.0,175.0,121.0,3.0,7.0,41.0,0.421,0.5,0.789,0.2,0.013,False
1996.0,Tim Legler,29.0,WSB,77.0,1775.0,726.0,140.0,136.0,45.0,12.0,0.507,0.522,0.863,6.8,0.184,False
1996.0,Grant Long,29.0,ATL,82.0,3008.0,1078.0,788.0,183.0,108.0,34.0,0.471,0.36,0.763,8.4,0.134,False
1996.0,Sam Mack,25.0,HOU,31.0,868.0,335.0,98.0,79.0,22.0,9.0,0.422,0.4,0.848,1.9,0.103,False
1996.0,Dan Majerle,30.0,CLE,82.0,2367.0,872.0,305.0,214.0,81.0,34.0,0.405,0.353,0.71,5.5,0.112,False
1996.0,Karl Malone,32.0,UTA,82.0,3113.0,2106.0,804.0,345.0,138.0,56.0,0.519,0.4,0.723,15.1,0.233,False
1996.0,Danny Manning,29.0,PHO,33.0,816.0,441.0,143.0,65.0,38.0,24.0,0.459,0.214,0.752,0.4,0.026,False
1996.0,Darrick Martin,24.0,MIN,35.0,747.0,254.0,44.0,156.0,26.0,2.0,0.381,0.319,0.851,0.1,0.003,False
1996.0,Jamal Mashburn,23.0,DAL,18.0,669.0,422.0,97.0,50.0,14.0,3.0,0.379,0.343,0.729,0.2,0.014,False
1996.0,Tony Massenburg,28.0,TOT,54.0,1463.0,539.0,352.0,30.0,28.0,20.0,0.495,0.0,0.707,1.7,0.057,False
1996.0,Tony Massenburg,28.0,PHI,30.0,804.0,296.0,186.0,12.0,15.0,11.0,0.483,0.0,0.739,0.9,0.056,False
1996.0,Vernon Maxwell,30.0,PHI,75.0,2467.0,1217.0,229.0,330.0,96.0,12.0,0.39,0.317,0.756,0.9,0.018,False
1996.0,Lee Mayberry,25.0,MIL,82.0,1705.0,422.0,90.0,302.0,64.0,10.0,0.42,0.397,0.603,2.1,0.06,False
1996.0,George McCloud,28.0,DAL,79.0,2846.0,1497.0,379.0,212.0,113.0,38.0,0.414,0.379,0.804,5.8,0.098,False
1996.0,Antonio McDyess,21.0,DEN,76.0,2280.0,1020.0,572.0,75.0,54.0,114.0,0.485,0.0,0.683,3.6,0.075,False
1996.0,Derrick McKey,29.0,IND,75.0,2440.0,879.0,361.0,262.0,83.0,44.0,0.486,0.25,0.769,5.7,0.112,False
1996.0,Aaron McKie,23.0,POR,81.0,2259.0,864.0,304.0,205.0,92.0,21.0,0.467,0.325,0.764,5.3,0.113,False
1996.0,Nate McMillan,31.0,SEA,55.0,1261.0,275.0,210.0,197.0,95.0,18.0,0.42,0.38,0.707,3.7,0.141,False
1996.0,Oliver Miller,25.0,TOR,76.0,2516.0,982.0,562.0,219.0,108.0,143.0,0.526,0.0,0.661,3.8,0.072,False
1996.0,Reggie Miller,30.0,IND,76.0,2621.0,1606.0,214.0,253.0,77.0,13.0,0.473,0.41,0.863,10.3,0.188,False
1996.0,Chris Mills,26.0,CLE,80.0,3060.0,1205.0,443.0,188.0,73.0,52.0,0.468,0.376,0.829,7.8,0.122,False
1996.0,Terry Mills,28.0,DET,82.0,1656.0,769.0,352.0,98.0,42.0,20.0,0.419,0.396,0.771,3.7,0.106,False
1996.0,Greg Minor,24.0,BOS,78.0,1761.0,746.0,257.0,146.0,36.0,11.0,0.5,0.259,0.762,3.0,0.082,False
1996.0,Sam Mitchell,32.0,MIN,78.0,2145.0,844.0,339.0,74.0,49.0,26.0,0.49,0.056,0.814,4.3,0.095,False
1996.0,Tracy Moore,30.0,HOU,8.0,190.0,91.0,22.0,6.0,2.0,0.0,0.395,0.433,0.947,0.3,0.076,False
