PName,POS,GP,MPG,PTS,AST,REB,FG%,3P%,TOV,STL,BLK,+/-
Isaiah Joe,SG,73,19.113698630136987,9.465753424657533,1.2054794520547945,2.3972602739726026,44.1,40.9,0.5342465753424658,0.6575342465753424,0.1095890410958904,213
Ayo Dosunmu,SG,80,26.22,8.5875,2.575,2.75,49.3,31.2,1.2375,0.775,0.325,-77
Collin Sexton,PG,48,23.858333333333334,14.270833333333334,2.875,2.1875,50.6,39.3,1.7708333333333333,0.5625,0.125,-28
Caleb Martin,SF,71,29.26338028169014,9.619718309859154,1.647887323943662,4.845070422535211,46.4,35.6,1.1126760563380282,1.0,0.43661971830985913,-9
Walker Kessler,C,74,23.01621621621622,9.175675675675675,0.9324324324324325,8.378378378378379,72.0,33.3,0.7837837837837838,0.35135135135135137,2.3378378378378377,72
Donte DiVincenzo,SG,72,26.311111111111114,9.416666666666666,3.5,4.513888888888889,43.5,39.7,1.5555555555555556,1.3472222222222223,0.1388888888888889,124
Malaki Branham,G,66,23.478787878787877,10.196969696969697,1.9242424242424243,2.742424242424242,44.0,30.2,1.1515151515151516,0.5,0.10606060606060606,-364
Royce O'Neale,PF,76,31.7,8.828947368421053,3.723684210526316,5.052631578947368,38.6,38.9,1.5,0.8552631578947368,0.6447368421052632,78
Cedi Osman,SF,77,20.107792207792208,8.688311688311689,1.4935064935064934,2.2857142857142856,45.1,37.2,0.6753246753246753,0.45454545454545453,0.14285714285714285,228
Jonathan Kuminga,PF,67,20.811940298507466,9.940298507462687,1.8656716417910448,3.4477611940298507,52.5,37.0,1.4179104477611941,0.6119402985074627,0.4626865671641791,-53
Bones Hyland,PG,56,19.383928571428573,11.767857142857142,3.0714285714285716,2.4107142857142856,39.9,37.1,1.4642857142857142,0.6964285714285714,0.26785714285714285,-129
Doug McDermott,SF,64,20.534375,10.21875,1.421875,2.15625,45.7,41.3,0.90625,0.203125,0.09375,-237
