PName,POS,GP,MPG,PTS,AST,REB,FG%,3P%,TOV,STL,BLK,+/-
Josh Richardson,SG,65,23.53230769230769,10.061538461538461,2.6769230769230767,2.6923076923076925,43.1,36.5,1.323076923076923,1.0615384615384615,0.3076923076923077,-161
Lonnie Walker IV,G,56,23.160714285714285,11.678571428571429,1.1428571428571428,1.9464285714285714,44.8,36.5,0.8214285714285714,0.5357142857142857,0.30357142857142855,-207
Alec Burks,SG,51,22.007843137254905,12.784313725490197,2.235294117647059,3.0980392156862746,43.6,41.4,1.1372549019607843,0.7450980392156863,0.1568627450980392,-7
Jevon Carter,PG,81,22.3679012345679,8.037037037037036,2.432098765432099,2.493827160493827,42.3,42.1,0.9629629629629629,0.8148148148148148,0.35802469135802467,63
Cameron Johnson,SF,42,28.566666666666666,15.476190476190476,1.8571428571428572,4.404761904761905,47.0,40.4,0.8809523809523809,1.1904761904761905,0.3333333333333333,155
T.J. McConnell,PG,75,20.352,8.666666666666666,5.293333333333333,3.12,54.3,44.1,1.9066666666666667,1.08,0.13333333333333333,-62
Herbert Jones,SF,66,29.553030303030305,9.833333333333334,2.4545454545454546,4.075757575757576,46.9,33.5,1.3333333333333333,1.5606060606060606,0.6363636363636364,150
Keita Bates-Diop,SF,67,21.68059701492537,9.656716417910447,1.537313432835821,3.6865671641791047,50.8,39.4,0.835820895522388,0.6865671641791045,0.29850746268656714,-266
Kyle Anderson,SF,69,28.356521739130432,9.376811594202898,4.855072463768116,5.333333333333333,50.9,41.0,1.4927536231884058,1.1304347826086956,0.9130434782608695,91
Jalen Smith,PF,68,18.805882352941175,9.441176470588236,0.9705882352941176,5.794117647058823,47.6,28.3,1.0588235294117647,0.3088235294117647,0.8823529411764706,-95
Gabe Vincent,PG,68,25.863235294117647,9.426470588235293,2.4558823529411766,2.1323529411764706,40.2,33.4,1.3529411764705883,0.9117647058823529,0.07352941176470588,-28
Grant Williams,PF,79,25.883544303797468,8.113924050632912,1.6582278481012658,4.594936708860759,45.4,39.5,1.0379746835443038,0.5189873417721519,0.3924050632911392,206
AJ Griffin,F,72,19.46388888888889,8.875,1.0138888888888888,2.125,46.5,39.0,0.5833333333333334,0.5833333333333334,0.16666666666666666,63
Georges Niang,SF,78,19.382051282051282,8.166666666666666,0.9871794871794872,2.371794871794872,44.2,40.1,0.6923076923076923,0.3974358974358974,0.1794871794871795,75
Shake Milton,SG,76,20.623684210526317,8.381578947368421,3.1578947368421053,2.513157894736842,47.9,37.8,1.236842105263158,0.32894736842105265,0.17105263157894737,144
Monte Morris,PG,62,27.356451612903225,10.258064516129032,5.258064516129032,3.3870967741935485,48.0,38.2,0.967741935483871,0.6935483870967742,0.20967741935483872,6
Bol Bol,C,70,21.505714285714287,9.057142857142857,0.9857142857142858,5.785714285714286,54.6,26.5,1.6,0.42857142857142855,1.2142857142857142,-146
Andrew Wiggins,SF,37,32.17027027027027,17.10810810810811,2.2972972972972974,5.027027027027027,47.3,39.6,1.2972972972972974,1.2162162162162162,0.7567567567567568,118
Jarred Vanderbilt,PF,78,24.09871794871795,7.935897435897436,2.358974358974359,7.461538461538462,54.8,32.2,1.2435897435897436,1.064102564102564,0.2692307692307692,-101
Draymond Green,PF,73,31.473972602739725,8.452054794520548,6.8493150684931505,7.191780821917808,52.7,30.5,2.7945205479452055,1.0136986301369864,0.8356164383561644,346
Al Horford,C,63,30.4984126984127,9.777777777777779,3.0,6.190476190476191,47.6,44.6,0.5873015873015873,0.47619047619047616,0.9682539682539683,309
Kyle Lowry,PG,55,31.23090909090909,11.181818181818182,5.109090909090909,4.090909090909091,40.4,34.5,1.8727272727272728,1.0363636363636364,0.38181818181818183,55
Jeremy Sochan,F,56,26.030357142857145,10.964285714285714,2.5357142857142856,5.267857142857143,45.3,24.6,1.7321428571428572,0.7678571428571429,0.4107142857142857,-235
Jalen Duren,C,67,24.92686567164179,9.134328358208956,1.1194029850746268,8.880597014925373,64.8,0.0,1.373134328358209,0.6567164179104478,0.8805970149253731,-279
Cam Thomas,SG,57,16.62456140350877,10.596491228070175,1.368421052631579,1.6666666666666667,44.1,38.3,1.105263157894737,0.3508771929824561,0.12280701754385964,-4
Damion Lee,SG,74,20.355405405405406,8.162162162162161,1.337837837837838,3.0405405405405403,44.2,44.5,1.054054054054054,0.40540540540540543,0.0945945945945946,79
Karl-Anthony Towns,C,29,33.0,20.75862068965517,4.827586206896552,8.137931034482758,49.5,36.6,2.9655172413793105,0.6896551724137931,0.5862068965517241,39
Moritz Wagner,C,57,19.464912280701753,10.526315789473685,1.4736842105263157,4.543859649122807,50.0,31.3,1.1929824561403508,0.6491228070175439,0.22807017543859648,-27
Torrey Craig,SF,79,24.655696202531644,7.443037974683544,1.481012658227848,5.3924050632911396,45.6,39.5,0.9240506329113924,0.6329113924050633,0.7848101265822784,-177
Thomas Bryant,C,59,18.33050847457627,9.813559322033898,0.5254237288135594,5.745762711864407,62.3,44.1,0.6440677966101694,0.2711864406779661,0.5084745762711864,-93
Kevon Looney,F,82,23.873170731707315,7.048780487804878,2.524390243902439,9.268292682926829,63.0,0.0,0.5487804878048781,0.6341463414634146,0.6097560975609756,157
Isaiah Stewart,C,50,28.281999999999996,11.34,1.4,8.06,44.2,32.7,1.36,0.4,0.68,-226
Joe Harris,SF,74,20.63783783783784,7.594594594594595,1.364864864864865,2.2162162162162162,45.7,42.6,0.5540540540540541,0.4594594594594595,0.17567567567567569,-24
Trey Lyles,PF,74,16.854054054054053,7.594594594594595,0.8918918918918919,4.054054054054054,45.8,36.3,0.8648648648648649,0.36486486486486486,0.4189189189189189,105
Reggie Bullock,SF,78,30.314102564102566,7.1923076923076925,1.3846153846153846,3.628205128205128,40.9,38.0,0.46153846153846156,0.6923076923076923,0.16666666666666666,-87
Seth Curry,SG,61,19.847540983606557,9.19672131147541,1.6229508196721312,1.639344262295082,46.3,40.5,0.8360655737704918,0.5901639344262295,0.11475409836065574,-69
Brandon Clarke,PF,56,19.46607142857143,9.982142857142858,1.2857142857142858,5.535714285714286,65.6,16.7,0.9821428571428571,0.6071428571428571,0.6607142857142857,-14
Dorian Finney-Smith,PF,66,30.436363636363637,8.348484848484848,1.5151515151515151,4.787878787878788,39.1,33.7,0.9393939393939394,0.8333333333333334,0.5454545454545454,-8
Jose Alvarado,PG,61,21.475409836065573,9.01639344262295,3.0491803278688523,2.3114754098360657,41.1,33.6,1.3278688524590163,1.098360655737705,0.16393442622950818,103
Josh Green,SG,60,25.653333333333332,9.1,1.7166666666666666,3.033333333333333,53.7,40.2,1.2,0.7,0.08333333333333333,77
Luke Kennard,SG,59,22.289830508474576,9.254237288135593,1.5423728813559323,2.6779661016949152,49.2,49.4,0.7796610169491526,0.5423728813559322,0.0847457627118644,211
Jordan Nwora,SF,62,19.16290322580645,8.741935483870968,1.4193548387096775,3.693548387096774,43.6,40.8,1.064516129032258,0.3870967741935484,0.22580645161290322,-252
Troy Brown Jr.,SF,76,24.471052631578946,7.118421052631579,1.25,4.052631578947368,43.0,38.1,0.6447368421052632,0.7763157894736842,0.21052631578947367,-15
Devonte' Graham,PG,73,18.334246575342465,7.383561643835616,2.684931506849315,1.6712328767123288,37.4,35.2,0.726027397260274,0.6164383561643836,0.2191780821917808,-159
Nick Richards,C,65,18.733846153846155,8.184615384615384,0.5846153846153846,6.4,62.9,100.0,0.9076923076923077,0.16923076923076924,1.0923076923076922,-113
Josh Okogie,SF,72,18.758333333333333,7.347222222222222,1.4583333333333333,3.486111111111111,39.1,33.5,0.875,0.7777777777777778,0.4722222222222222,106
Jalen Suggs,SG,53,23.50754716981132,9.88679245283019,2.9245283018867925,3.0377358490566038,41.9,32.7,1.7735849056603774,1.2641509433962264,0.5094339622641509,-40
Hamidou Diallo,SG,56,17.78392857142857,9.321428571428571,0.9821428571428571,3.4642857142857144,57.3,23.8,1.2678571428571428,0.9464285714285714,0.2857142857142857,-16
Terrence Ross,G,63,21.11904761904762,8.285714285714286,1.507936507936508,2.4444444444444446,43.0,36.8,0.6825396825396826,0.5555555555555556,0.15873015873015872,-76
Drew Eubanks,PF,78,20.303846153846155,6.641025641025641,1.3205128205128205,5.358974358974359,64.1,38.9,0.8589743589743589,0.5128205128205128,1.3076923076923077,-131
Tre Mann,PG,67,17.66268656716418,7.7164179104477615,1.791044776119403,2.3134328358208953,39.3,31.5,0.9253731343283582,0.5970149253731343,0.16417910447761194,57
Sam Hauser,SF,80,16.12375,6.4,0.8875,2.55,45.5,41.8,0.375,0.3625,0.2625,219
Kevin Love,PF,62,19.991935483870968,8.209677419354838,1.8709677419354838,6.435483870967742,38.9,33.4,1.1290322580645162,0.25806451612903225,0.1935483870967742,109
Precious Achiuwa,PF,55,20.736363636363638,9.236363636363636,0.9090909090909091,5.963636363636364,48.5,26.9,1.0727272727272728,0.5636363636363636,0.5454545454545454,-37
Dwight Powell,C,76,19.182894736842105,6.657894736842105,0.9078947368421053,4.131578947368421,73.2,0.0,0.8552631578947368,0.631578947368421,0.34210526315789475,166
Marvin Bagley III,PF,42,23.583333333333332,12.0,0.8571428571428571,6.404761904761905,52.9,28.8,1.0952380952380953,0.4523809523809524,0.7142857142857143,-229
Khris Middleton,SF,33,24.266666666666666,15.06060606060606,4.9393939393939394,4.242424242424242,43.6,31.5,2.1515151515151514,0.696969696969697,0.15151515151515152,132
Obi Toppin,PF,67,15.67910447761194,7.417910447761194,0.9850746268656716,2.791044776119403,44.6,34.4,0.5671641791044776,0.34328358208955223,0.1791044776119403,57
Cameron Payne,PG,48,20.172916666666666,10.270833333333334,4.458333333333333,2.2083333333333335,41.5,36.8,1.6875,0.6875,0.16666666666666666,77
Taurean Prince,PF,54,22.083333333333332,9.12962962962963,1.5555555555555556,2.4444444444444446,46.7,38.1,1.2777777777777777,0.5185185185185185,0.2777777777777778,0
Isaac Okoro,SF,76,21.74473684210526,6.447368421052632,1.144736842105263,2.460526315789474,49.4,36.3,0.5526315789473685,0.7368421052631579,0.39473684210526316,126
Aaron Wiggins,SG,70,18.534285714285716,6.8428571428571425,1.1428571428571428,3.0142857142857142,51.2,39.3,0.8,0.5571428571428572,0.21428571428571427,9
Nicolas Batum,PF,78,21.91794871794872,6.128205128205129,1.5512820512820513,3.8333333333333335,42.0,39.1,0.6410256410256411,0.6923076923076923,0.5641025641025641,165
Dennis Smith Jr.,PG,54,25.737037037037037,8.777777777777779,4.833333333333333,3.0925925925925926,41.2,21.6,1.5185185185185186,1.3888888888888888,0.46296296296296297,-70
Ochai Agbaji,G,59,20.494915254237288,7.915254237288136,1.1355932203389831,2.0508474576271185,42.7,35.5,0.6949152542372882,0.2711864406779661,0.2542372881355932,-19
David Roddy,F,70,17.978571428571428,6.6571428571428575,0.8428571428571429,2.757142857142857,42.9,30.7,0.8142857142857143,0.4142857142857143,0.2714285714285714,-61
Pat Connaughton,SG,61,23.65081967213115,7.639344262295082,1.2622950819672132,4.639344262295082,39.2,33.9,0.5409836065573771,0.6065573770491803,0.18032786885245902,134
Trendon Watford,PF,62,19.05806451612903,7.403225806451613,2.096774193548387,3.838709677419355,56.0,39.1,1.1451612903225807,0.5161290322580645,0.1935483870967742,-181
Isaiah Jackson,SF,63,16.544444444444444,7.222222222222222,0.8095238095238095,4.476190476190476,56.3,14.3,0.8095238095238095,0.49206349206349204,1.4761904761904763,-124
Davion Mitchell,PG,80,18.0875,5.625,2.3125,1.3125,45.4,32.0,0.775,0.55,0.1875,1
James Wiseman,C,45,19.27111111111111,10.0,0.6666666666666666,5.933333333333334,55.8,20.0,1.1333333333333333,0.15555555555555556,0.6,-327
Victor Oladipo,SG,42,26.323809523809523,10.69047619047619,3.4761904761904763,3.0476190476190474,39.7,33.0,2.0714285714285716,1.3571428571428572,0.2857142857142857,-35
Larry Nance Jr.,PF,65,21.243076923076924,6.7846153846153845,1.8307692307692307,5.446153846153846,61.0,33.3,0.6461538461538462,0.8615384615384616,0.5692307692307692,185
Jeff Green,PF,56,19.48392857142857,7.803571428571429,1.2321428571428572,2.5714285714285716,48.8,28.8,0.8214285714285714,0.32142857142857145,0.30357142857142855,-193
Mitchell Robinson,C,59,26.928813559322034,7.372881355932203,0.8983050847457628,9.40677966101695,67.1,0.0,0.6949152542372882,0.9491525423728814,1.847457627118644,185
Xavier Tillman,F,61,19.345901639344262,7.032786885245901,1.5737704918032787,5.032786885245901,61.4,26.7,0.7213114754098361,0.9508196721311475,0.47540983606557374,-1
Cory Joseph,PG,62,19.796774193548387,6.887096774193548,3.5,1.7096774193548387,42.7,38.9,0.9032258064516129,0.5483870967741935,0.14516129032258066,-110
Kenrich Williams,SF,53,22.754716981132077,8.018867924528301,1.9811320754716981,4.9245283018867925,51.7,37.3,0.6037735849056604,0.8490566037735849,0.2641509433962264,75
Anthony Lamb,F,62,19.274193548387096,6.693548387096774,1.5483870967741935,3.467741935483871,47.1,36.7,0.8709677419354839,0.45161290322580644,0.3225806451612903,32
Kevin Knox II,SF,63,15.106349206349208,6.587301587301587,0.5238095238095238,2.8095238095238093,45.8,34.9,0.7936507936507936,0.38095238095238093,0.19047619047619047,-226
Patrick Beverley,PG,67,27.111940298507463,6.1940298507462686,2.8955223880597014,3.6865671641791047,40.0,33.5,0.8955223880597015,0.9402985074626866,0.6119402985074627,-80
Jordan Goodwin,G,62,17.82903225806452,6.564516129032258,2.7096774193548385,3.306451612903226,44.8,32.2,0.9193548387096774,0.9354838709677419,0.41935483870967744,-117
Isaiah Hartenstein,C,82,19.85609756097561,4.951219512195122,1.2439024390243902,6.536585365853658,53.5,21.6,0.8048780487804879,0.6463414634146342,0.7804878048780488,151
Oshae Brissett,SF,65,16.664615384615384,6.123076923076923,0.676923076923077,3.353846153846154,38.6,31.0,0.5230769230769231,0.5076923076923077,0.2,22
Gary Harris,SG,48,24.675,8.270833333333334,1.2291666666666667,2.0416666666666665,45.0,43.1,0.5833333333333334,0.9375,0.25,-84
Cam Reddish,SF,40,24.740000000000002,9.675,1.425,2.2,44.6,31.3,1.175,0.975,0.35,-193
Mark Williams,C,43,19.25581395348837,9.0,0.4186046511627907,7.069767441860465,63.7,0.0,0.9302325581395349,0.6511627906976745,1.0465116279069768,-79
John Wall,PG,34,22.197058823529414,11.352941176470589,5.235294117647059,2.7058823529411766,40.7,30.3,2.3529411764705883,0.7941176470588235,0.35294117647058826,-106
Mike Muscala,C,63,15.001587301587302,6.079365079365079,0.7936507936507936,3.2222222222222223,44.9,39.1,0.36507936507936506,0.23809523809523808,0.38095238095238093,204
Will Barton,G,56,17.732142857142858,6.767857142857143,2.0,2.4464285714285716,37.9,36.7,0.8571428571428571,0.5,0.23214285714285715,-168
Alex Caruso,SG,67,23.513432835820897,5.582089552238806,2.8805970149253732,2.925373134328358,45.5,36.4,1.1492537313432836,1.462686567164179,0.6865671641791045,199
Wenyen Gabriel,F,68,15.055882352941175,5.470588235294118,0.5294117647058824,4.205882352941177,59.6,27.8,0.6764705882352942,0.38235294117647056,0.5147058823529411,-32
Delon Wright,SG,50,24.424,7.38,3.88,3.6,47.4,34.5,0.88,1.84,0.34,69
Goran Dragic,PG,58,15.0,6.293103448275862,2.603448275862069,1.396551724137931,42.1,35.9,1.0862068965517242,0.22413793103448276,0.06896551724137931,5
John Konchar,SG,72,20.74722222222222,5.055555555555555,1.3888888888888888,4.305555555555555,43.1,33.9,0.5138888888888888,1.0694444444444444,0.3472222222222222,209
Chris Duarte,SG,46,19.504347826086956,7.869565217391305,1.391304347826087,2.5,36.9,31.6,0.8913043478260869,0.5434782608695652,0.1956521739130435,-114
Steven Adams,C,42,26.98333333333333,8.595238095238095,2.3095238095238093,11.547619047619047,59.7,0.0,1.880952380952381,0.8571428571428571,1.0952380952380953,243
Christian Braun,G,76,15.540789473684208,4.7368421052631575,0.7763157894736842,2.3815789473684212,49.5,35.4,0.4605263157894737,0.5394736842105263,0.2236842105263158,-114
Nassir Little,SF,54,18.075925925925926,6.648148148148148,0.9259259259259259,2.611111111111111,44.2,36.7,0.6666666666666666,0.37037037037037035,0.37037037037037035,-190
Isaiah Livers,PF,52,23.051923076923078,6.653846153846154,0.7884615384615384,2.75,41.7,36.5,0.5769230769230769,0.5384615384615384,0.5384615384615384,-202
Landry Shamet,SG,40,20.1725,8.65,2.325,1.675,37.7,37.7,0.9,0.65,0.125,38
Lamar Stevens,F,62,18.072580645161292,5.290322580645161,0.532258064516129,3.338709677419355,44.8,31.6,0.43548387096774194,0.43548387096774194,0.3064516129032258,6
Mo Bamba,C,49,15.681632653061223,6.591836734693878,0.9387755102040817,4.591836734693878,48.5,38.7,0.6122448979591837,0.2653061224489796,0.8775510204081632,8
Yuta Watanabe,SF,58,15.99655172413793,5.551724137931035,0.8275862068965517,2.4310344827586206,49.1,44.4,0.3793103448275862,0.43103448275862066,0.29310344827586204,-7
Joe Ingles,SG,46,22.684782608695652,6.891304347826087,3.260869565217391,2.782608695652174,43.5,40.9,1.1956521739130435,0.717391304347826,0.13043478260869565,80
T.J. Warren,SF,42,16.35,7.476190476190476,0.9523809523809523,2.880952380952381,48.9,32.8,0.47619047619047616,0.5238095238095238,0.2857142857142857,55
Ty Jerome,SG,45,18.124444444444446,6.866666666666666,3.0,1.7333333333333334,48.8,38.9,0.6666666666666666,0.5111111111111111,0.1111111111111111,-92
R.J. Hampton,PG,47,15.948936170212766,6.425531914893617,1.148936170212766,1.851063829787234,43.0,35.3,0.8936170212765957,0.574468085106383,0.19148936170212766,-140
Romeo Langford,SG,43,19.634883720930233,6.906976744186046,1.1627906976744187,2.6511627906976742,46.7,26.2,0.6976744186046512,0.5581395348837209,0.3023255813953488,-180
Theo Maledon,PG,44,19.402272727272727,6.704545454545454,3.4545454545454546,2.7954545454545454,40.2,29.5,1.3409090909090908,0.8409090909090909,0.2727272727272727,-147
Matisse Thybulle,SG,71,16.907042253521126,4.126760563380282,0.7464788732394366,1.971830985915493,43.5,36.5,0.3380281690140845,1.1690140845070423,0.4507042253521127,-14
Jeremiah Robinson-Earl,PF,43,18.92325581395349,6.790697674418604,1.0,4.186046511627907,44.4,33.3,0.4418604651162791,0.5581395348837209,0.2558139534883721,-10
Ben Simmons,PG,42,26.30952380952381,6.928571428571429,6.095238095238095,6.261904761904762,56.6,0.0,2.3095238095238093,1.2857142857142858,0.5714285714285714,40
Kris Dunn,G,22,25.795454545454547,13.181818181818182,5.636363636363637,4.545454545454546,53.7,47.2,1.5909090909090908,1.1363636363636365,0.45454545454545453,-62
Jaylin Williams,F,49,18.65714285714286,5.877551020408164,1.5510204081632653,4.918367346938775,43.6,40.7,0.7551020408163265,0.5714285714285714,0.24489795918367346,-90
Robert Covington,PF,48,16.220833333333335,6.0,1.1875,3.4583333333333335,44.5,39.7,0.6666666666666666,0.7916666666666666,0.6875,-7
Jae'Sean Tate,SF,31,21.85483870967742,9.129032258064516,2.7096774193548385,3.806451612903226,48.0,28.3,1.5161290322580645,0.6774193548387096,0.22580645161290322,-94
Robert Williams III,C,35,23.52857142857143,7.9714285714285715,1.4285714285714286,8.342857142857143,74.7,0.0,0.9714285714285714,0.6285714285714286,1.3714285714285714,173
Eugene Omoruyi,F,40,16.1325,6.95,0.7,2.775,44.3,28.1,0.85,0.7,0.075,-41
Aleksej Pokusevski,F,34,20.626470588235293,8.117647058823529,1.8823529411764706,4.676470588235294,43.4,36.5,1.2647058823529411,0.5882352941176471,1.2647058823529411,-196
Duncan Robinson,F,42,16.44047619047619,6.380952380952381,1.0952380952380953,1.6428571428571428,37.1,32.8,0.6666666666666666,0.3333333333333333,0.0,-56
P.J. Tucker,PF,75,25.601333333333333,3.546666666666667,0.8,3.933333333333333,42.7,39.3,0.5866666666666667,0.52,0.2,135
Sandro Mamukelashvili,PF,43,15.34186046511628,6.116279069767442,1.441860465116279,4.3023255813953485,42.2,30.3,0.813953488372093,0.32558139534883723,0.27906976744186046,-114
Austin Rivers,SG,52,19.54423076923077,4.903846153846154,1.4423076923076923,1.5961538461538463,43.5,35.0,0.4423076923076923,0.5384615384615384,0.07692307692307693,-142
Ish Wainright,F,60,15.251666666666667,4.183333333333334,0.8833333333333333,2.316666666666667,37.0,32.9,0.36666666666666664,0.6333333333333333,0.36666666666666664,92
Bryce McGowens,G,46,17.108695652173914,5.3478260869565215,1.173913043478261,2.0217391304347827,39.6,32.5,0.9347826086956522,0.32608695652173914,0.13043478260869565,-150
Cade Cunningham,PG,12,33.35,19.916666666666668,6.0,6.166666666666667,41.5,27.9,3.25,0.8333333333333334,0.5833333333333334,-60
Haywood Highsmith,F,54,17.951851851851853,4.37037037037037,0.7962962962962963,3.4814814814814814,43.1,33.9,0.8333333333333334,0.6666666666666666,0.3148148148148148,-103
George Hill,PG,46,18.11521739130435,5.043478260869565,2.391304347826087,1.8478260869565217,47.0,35.8,0.7391304347826086,0.5652173913043478,0.13043478260869565,41
Dyson Daniels,G,59,17.662711864406777,3.847457627118644,2.2711864406779663,3.1864406779661016,41.8,31.4,0.9661016949152542,0.7288135593220338,0.1864406779661017,-7
Daishen Nix,SG,57,16.042105263157893,3.9649122807017543,2.3157894736842106,1.719298245614035,34.2,28.6,1.5087719298245614,0.543859649122807,0.12280701754385964,-151
Maxi Kleber,PF,37,25.12972972972973,5.945945945945946,1.4054054054054055,3.6486486486486487,45.6,34.8,0.7297297297297297,0.32432432432432434,0.8108108108108109,-43
Ziaire Williams,F,37,15.156756756756755,5.675675675675675,0.9459459459459459,2.135135135135135,42.9,25.8,1.0,0.3783783783783784,0.16216216216216217,-76
Dean Wade,PF,44,20.263636363636365,4.681818181818182,0.8409090909090909,3.409090909090909,41.2,35.4,0.38636363636363635,0.6363636363636364,0.4772727272727273,108
Justin Holiday,SF,46,15.35,4.456521739130435,0.8913043478260869,1.1956521739130435,37.7,32.2,0.4782608695652174,0.41304347826086957,0.41304347826086957,-129
DeAndre Jordan,C,39,15.023076923076923,5.102564102564102,0.8717948717948718,5.17948717948718,76.5,100.0,1.2307692307692308,0.3076923076923077,0.5897435897435898,-119
Justise Winslow,PF,29,26.75172413793103,6.758620689655173,3.3793103448275863,5.0,40.9,31.1,1.4827586206896552,1.0344827586206897,0.3793103448275862,-38
Caleb Houstan,G,51,15.925490196078432,3.784313725490196,0.5882352941176471,1.9411764705882353,36.3,33.8,0.35294117647058826,0.23529411764705882,0.13725490196078433,-84
James Bouknight,SG,34,15.161764705882353,5.617647058823529,1.2058823529411764,2.1176470588235294,35.8,30.3,0.9411764705882353,0.4117647058823529,0.14705882352941177,-97
Blake Wesley,G,37,18.083783783783783,4.972972972972973,2.6486486486486487,2.2162162162162162,32.1,38.5,1.7567567567567568,0.6756756756756757,0.13513513513513514,-198
Rodney McGruder,G,32,16.371875,5.71875,0.875,2.3125,40.8,42.3,0.34375,0.5,0.03125,-44
Wesley Matthews,SG,52,15.776923076923076,3.4423076923076925,0.6538461538461539,2.173076923076923,36.3,31.5,0.34615384615384615,0.38461538461538464,0.25,53
Jericho Sims,C,52,15.623076923076923,3.423076923076923,0.4807692307692308,4.653846153846154,77.6,0.0,0.5192307692307693,0.28846153846153844,0.5384615384615384,-113
Stanley Johnson,SF,30,15.65,5.8,2.2333333333333334,3.1666666666666665,53.3,45.0,1.1,0.5333333333333333,0.2,-92
Ricky Rubio,PG,33,17.151515151515152,5.181818181818182,3.484848484848485,2.121212121212121,34.3,25.6,0.9393939393939394,0.7878787878787878,0.18181818181818182,45
Evan Fournier,SG,27,16.988888888888887,6.111111111111111,1.3333333333333333,1.8148148148148149,33.7,30.7,0.8148148148148148,0.5925925925925926,0.1111111111111111,-54
Javonte Green,SF,32,15.009375,5.15625,0.71875,2.75,56.5,37.1,0.625,0.75,0.65625,48
Julian Champagnie,F,17,18.829411764705885,9.705882352941176,0.5882352941176471,3.5294117647058822,45.4,40.2,0.6470588235294118,0.35294117647058826,0.29411764705882354,-74
Johnny Davis,G,28,15.092857142857143,5.821428571428571,1.0,2.3214285714285716,38.6,24.3,0.6071428571428571,0.35714285714285715,0.2857142857142857,-54
Jordan McLaughlin,PG,43,15.779069767441861,3.744186046511628,3.441860465116279,1.441860465116279,42.1,30.8,0.7674418604651163,0.7441860465116279,0.09302325581395349,84
Chuma Okeke,PF,27,19.185185185185187,4.7407407407407405,1.3703703703703705,3.5555555555555554,35.2,30.2,0.6296296296296297,0.7037037037037037,0.4074074074074074,-118
Jae Crowder,PF,18,18.87222222222222,6.888888888888889,1.5,3.8333333333333335,47.9,43.6,0.3888888888888889,0.6666666666666666,0.3333333333333333,0
Gary Payton II,SG,22,16.70909090909091,4.590909090909091,1.3636363636363635,3.1363636363636362,59.4,50.0,0.7272727272727273,1.0,0.22727272727272727,39
Skylar Mays,SG,6,31.46666666666667,15.333333333333334,8.333333333333334,3.1666666666666665,50.0,46.2,1.6666666666666667,1.0,0.16666666666666666,-74
Kemba Walker,PG,9,15.988888888888889,8.0,2.111111111111111,1.7777777777777777,42.1,25.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,-1
Luka Samanic,F,7,22.97142857142857,9.857142857142858,2.142857142857143,4.285714285714286,45.6,25.8,1.4285714285714286,0.8571428571428571,0.2857142857142857,-6
Jeenathan Williams,G,5,25.32,10.6,2.0,3.0,61.5,37.5,0.8,0.6,0.4,-38
Daniel Theis,C,7,15.542857142857143,7.0,1.2857142857142858,3.142857142857143,47.7,18.2,0.42857142857142855,0.2857142857142857,0.8571428571428571,-19
Otto Porter Jr.,SF,8,18.2875,5.5,1.0,2.375,50.0,35.3,0.5,1.375,0.0,-21
Shaquille Harrison,G,5,23.98,8.8,6.0,4.4,41.7,30.0,1.2,2.2,0.4,-1
Cody Martin,SF,7,19.099999999999998,5.0,1.5714285714285714,3.4285714285714284,38.9,21.4,0.2857142857142857,0.5714285714285714,0.14285714285714285,-26
Joshua Primo,SG,4,23.35,7.0,4.5,3.25,34.6,25.0,2.75,0.25,0.5,-2
Mac McClung,SG,2,20.55,12.5,4.5,5.0,45.0,36.4,1.5,0.0,0.0,18
Gabe York,G,3,18.599999999999998,8.0,1.6666666666666667,2.0,38.1,33.3,0.0,0.6666666666666666,0.0,24
Louis King,SF,1,28.8,20.0,2.0,4.0,61.5,50.0,2.0,1.0,0.0,2
Justin Minaya,F,4,22.2,4.25,1.0,3.75,30.4,25.0,1.0,0.5,1.25,-20
RaiQuan Gray,F,1,35.1,16.0,7.0,9.0,50.0,40.0,4.0,0.0,1.0,-14
Jay Scrubb,G,2,15.05,6.5,0.5,3.0,71.4,100.0,1.5,1.0,0.0,-16
Chance Comanche,C,1,20.8,7.0,0.0,3.0,60.0,0.0,0.0,0.0,1.0,-29
Jacob Gilyard,G,1,40.8,3.0,7.0,4.0,33.3,33.3,2.0,3.0,0.0,-13
